Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
TM14-12--1	Be-10 (qtz)	14890	259	1217	14648	255	1139	14760	257	917	--	--	--
													
TM14-12--2	Be-10 (qtz)	14780	256	1204	14544	252	1127	14650	254	907	--	--	--
													
TM14-12--3	Be-10 (qtz)	14751	257	1207	14516	253	1130	14624	255	910	--	--	--
													
TM14-12--4	Be-10 (qtz)	15029	264	1240	14778	260	1160	14869	261	933	--	--	--
													
TM14-12--5	Be-10 (qtz)	15260	274	1284	14967	268	1198	15050	270	962	--	--	--
													
TM14-12--6	Be-10 (qtz)	15177	271	1271	14899	266	1187	14986	267	954	--	--	--
													
TM14-12--7	Be-10 (qtz)	15088	270	1270	14824	266	1186	14913	267	953	--	--	--
													
TM14-12--8	Be-10 (qtz)	14739	256	1203	14505	252	1127	14611	254	907	--	--	--
													
TM14-12--9	Be-10 (qtz)	15201	271	1272	14919	266	1188	15004	267	954	--	--	--
													
TM14-12--10	Be-10 (qtz)	14982	263	1236	14736	259	1157	14831	261	930	--	--	--
													
TM14-12--11	Be-10 (qtz)	14937	261	1227	14693	257	1149	14797	259	924	--	--	--
													
TM14-12--12	Be-10 (qtz)	15013	266	1247	14764	261	1166	14856	263	938	--	--	--
													
TM14-12--13	Be-10 (qtz)	14958	263	1237	14712	259	1157	14811	261	931	--	--	--
													
TM14-12--14	Be-10 (qtz)	14673	254	1191	14445	250	1116	14547	252	897	--	--	--
													
TM14-12--15	Be-10 (qtz)	14749	257	1207	14514	253	1130	14620	255	909	--	--	--
													
TM14-12--16	Be-10 (qtz)	14875	257	1207	14635	253	1130	14746	255	910	--	--	--
													
TM14-12--17	Be-10 (qtz)	14994	263	1233	14748	258	1154	14840	260	928	--	--	--
													
TM14-12--18	Be-10 (qtz)	14853	258	1211	14613	254	1134	14723	256	912	--	--	--
													
TM14-12--19	Be-10 (qtz)	14661	255	1198	14432	251	1122	14533	253	902	--	--	--
													
TM14-12--20	Be-10 (qtz)	15145	270	1266	14872	265	1183	14958	266	950	--	--	--
													
TM14-12--21	Be-10 (qtz)	14641	253	1188	14414	249	1113	14518	251	896	--	--	--
													
TM14-12--22	Be-10 (qtz)	15051	266	1251	14795	262	1169	14886	263	940	--	--	--
													
TM14-12--23	Be-10 (qtz)	14799	256	1201	14561	252	1125	14668	254	905	--	--	--
													
TM14-12--24	Be-10 (qtz)	14909	261	1223	14666	256	1145	14774	258	921	--	--	--
													
TM14-12--25	Be-10 (qtz)	15159	271	1270	14883	266	1186	14969	267	953	--	--	--
													
TM14-12--26	Be-10 (qtz)	15076	265	1245	14816	261	1165	14904	262	936	--	--	--
													
TM14-12--27	Be-10 (qtz)	14825	260	1220	14584	256	1142	14694	258	919	--	--	--
													
TM14-12--28	Be-10 (qtz)	14850	260	1220	14609	256	1142	14717	258	919	--	--	--
													
TM14-12--29	Be-10 (qtz)	14806	256	1203	14568	252	1127	14681	254	907	--	--	--
													
TM14-12--30	Be-10 (qtz)	15123	265	1245	14856	261	1164	14941	262	935	--	--	--
													
TM14-12--31	Be-10 (qtz)	15271	275	1289	14976	269	1202	15060	271	966	--	--	--
													
TM14-12--32	Be-10 (qtz)	15093	265	1245	14831	261	1164	14919	262	935	--	--	--
													
TM14-12--33	Be-10 (qtz)	15048	261	1223	14796	256	1145	14885	258	920	--	--	--
													
TM14-12--34	Be-10 (qtz)	15207	269	1263	14925	264	1179	15009	266	947	--	--	--
													
TM14-12--35	Be-10 (qtz)	15368	274	1285	15060	268	1198	15139	270	962	--	--	--
													
TM14-12--36	Be-10 (qtz)	14814	257	1205	14576	253	1128	14686	254	908	--	--	--
													
