Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
TM14-05--1	Be-10 (qtz)	12905	309	1068	12652	303	999	12685	303	810	--	--	--
													
TM14-05--2	Be-10 (qtz)	12755	305	1056	12453	298	983	12461	298	795	--	--	--
													
TM14-05--3	Be-10 (qtz)	13021	311	1078	12798	306	1010	12837	307	820	--	--	--
													
TM14-05--4	Be-10 (qtz)	13015	311	1077	12792	306	1010	12833	307	819	--	--	--
													
TM14-05--5	Be-10 (qtz)	12572	301	1041	12206	292	963	12192	292	778	--	--	--
													
TM14-05--6	Be-10 (qtz)	12698	304	1051	12379	296	977	12387	296	791	--	--	--
													
TM14-05--7	Be-10 (qtz)	12786	306	1058	12495	299	986	12510	299	799	--	--	--
													
TM14-05--8	Be-10 (qtz)	13037	312	1079	12816	306	1012	12863	308	821	--	--	--
													
TM14-05--9	Be-10 (qtz)	12907	309	1068	12654	303	999	12690	303	810	--	--	--
													
TM14-05--10	Be-10 (qtz)	13021	311	1078	12799	306	1010	12842	307	820	--	--	--
													
TM14-05--11	Be-10 (qtz)	13019	311	1078	12797	306	1010	12838	307	820	--	--	--
													
TM14-05--12	Be-10 (qtz)	12838	307	1063	12563	300	992	12583	301	803	--	--	--
													
TM14-05--13	Be-10 (qtz)	12940	309	1071	12698	304	1003	12738	305	813	--	--	--
													
TM14-05--14	Be-10 (qtz)	12873	308	1066	12610	302	995	12642	302	807	--	--	--
													
TM14-05--15	Be-10 (qtz)	12781	306	1058	12488	299	986	12505	299	798	--	--	--
													
TM14-05--16	Be-10 (qtz)	12961	310	1073	12726	304	1005	12768	305	815	--	--	--
													
TM14-05--17	Be-10 (qtz)	12756	305	1056	12456	298	983	12472	298	796	--	--	--
													
TM14-05--18	Be-10 (qtz)	12746	305	1055	12442	298	982	12456	298	795	--	--	--
													
TM14-05--19	Be-10 (qtz)	12818	307	1061	12537	300	990	12557	300	802	--	--	--
													
TM14-05--20	Be-10 (qtz)	13080	313	1083	12864	308	1016	12913	309	824	--	--	--
													
TM14-05--21	Be-10 (qtz)	12952	310	1072	12713	304	1004	12754	305	814	--	--	--
													
