Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
TM14-15--1	Be-10 (qtz)	15067	240	1219	14813	236	1140	14921	237	915	--	--	--
													
TM14-15--2	Be-10 (qtz)	15058	240	1218	14806	236	1139	14914	237	915	--	--	--
													
TM14-15--3	Be-10 (qtz)	15361	244	1242	15061	240	1159	15157	241	930	--	--	--
													
TM14-15--4	Be-10 (qtz)	15485	246	1253	15166	241	1167	15268	243	936	--	--	--
													
TM14-15--5	Be-10 (qtz)	15099	240	1221	14841	236	1142	14947	238	917	--	--	--
													
TM14-15--6	Be-10 (qtz)	14775	235	1195	14541	231	1119	14676	234	900	--	--	--
													
TM14-15--7	Be-10 (qtz)	15056	240	1218	14804	236	1139	14912	237	914	--	--	--
													
TM14-15--8	Be-10 (qtz)	15144	241	1225	14878	237	1145	14981	238	919	--	--	--
													
TM14-15--9	Be-10 (qtz)	14821	236	1199	14585	232	1122	14719	234	903	--	--	--
													
TM14-15--10	Be-10 (qtz)	14605	232	1181	14382	229	1106	14509	231	890	--	--	--
													
TM14-15--11	Be-10 (qtz)	14860	236	1202	14623	233	1125	14758	235	905	--	--	--
													
TM14-15--12	Be-10 (qtz)	15468	246	1251	15151	241	1166	15252	243	935	--	--	--
													
TM14-15--13	Be-10 (qtz)	15037	239	1216	14788	235	1138	14899	237	914	--	--	--
													
TM14-15--14	Be-10 (qtz)	14648	233	1185	14422	229	1110	14549	232	892	--	--	--
													
TM14-15--15	Be-10 (qtz)	15369	245	1243	15068	240	1159	15164	241	930	--	--	--
													
TM14-15--16	Be-10 (qtz)	14845	236	1201	14607	232	1124	14740	235	904	--	--	--
													
TM14-15--17	Be-10 (qtz)	15054	240	1218	14802	236	1139	14910	237	914	--	--	--
													
TM14-15--18	Be-10 (qtz)	14866	237	1202	14628	233	1125	14762	235	905	--	--	--
													
TM14-15--19	Be-10 (qtz)	14744	235	1192	14512	231	1117	14642	233	898	--	--	--
													
TM14-15--20	Be-10 (qtz)	15140	241	1225	14874	237	1144	14979	238	919	--	--	--
													
TM14-15--21	Be-10 (qtz)	14961	238	1210	14719	234	1133	14838	236	910	--	--	--
													
TM14-15--22	Be-10 (qtz)	15336	244	1240	15039	239	1157	15136	241	928	--	--	--
													
TM14-15--23	Be-10 (qtz)	15173	241	1227	14902	237	1147	15004	239	920	--	--	--
													
