Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
TM14-17--1	Be-10 (qtz)	13911	246	1130	13694	242	1059	13676	242	845	--	--	--
													
TM14-17--2	Be-10 (qtz)	13888	245	1128	13671	242	1057	13655	241	844	--	--	--
													
TM14-17--3	Be-10 (qtz)	13935	246	1132	13717	242	1060	13700	242	846	--	--	--
													
TM14-17--4	Be-10 (qtz)	13838	245	1124	13623	241	1053	13604	240	841	--	--	--
													
TM14-17--5	Be-10 (qtz)	13963	247	1134	13745	243	1063	13730	243	848	--	--	--
													
TM14-17--6	Be-10 (qtz)	13816	244	1122	13602	240	1051	13584	240	839	--	--	--
													
TM14-17--7	Be-10 (qtz)	13971	247	1135	13753	243	1063	13738	243	849	--	--	--
													
TM14-17--8	Be-10 (qtz)	14043	248	1141	13829	244	1069	13814	244	854	--	--	--
													
TM14-17--9	Be-10 (qtz)	13837	245	1124	13622	241	1053	13603	240	840	--	--	--
													
TM14-17--10	Be-10 (qtz)	13893	246	1128	13677	242	1057	13659	241	844	--	--	--
													
TM14-17--11	Be-10 (qtz)	13871	245	1127	13655	241	1056	13636	241	842	--	--	--
													
TM14-17--12	Be-10 (qtz)	14007	248	1138	13790	244	1066	13774	243	851	--	--	--
													
TM14-17--13	Be-10 (qtz)	13896	246	1129	13679	242	1057	13662	241	844	--	--	--
													
TM14-17--14	Be-10 (qtz)	13867	245	1126	13651	241	1055	13633	241	842	--	--	--
													
TM14-17--15	Be-10 (qtz)	14064	249	1142	13852	245	1071	13842	245	855	--	--	--
													
TM14-17--16	Be-10 (qtz)	13899	246	1129	13683	242	1058	13666	242	844	--	--	--
													
TM14-17--17	Be-10 (qtz)	13871	245	1127	13655	241	1056	13635	241	842	--	--	--
													
TM14-17--18	Be-10 (qtz)	13876	245	1127	13659	241	1056	13641	241	843	--	--	--
													
TM14-17--19	Be-10 (qtz)	13919	246	1131	13702	242	1059	13684	242	845	--	--	--
													
TM14-17--20	Be-10 (qtz)	13865	245	1126	13649	241	1055	13630	241	842	--	--	--
													
TM14-17--21	Be-10 (qtz)	14033	248	1140	13819	244	1068	13806	244	853	--	--	--
													
TM14-17--22	Be-10 (qtz)	13851	245	1125	13635	241	1054	13615	241	841	--	--	--
													
TM14-17--23	Be-10 (qtz)	13897	246	1129	13680	242	1058	13664	242	844	--	--	--
													
TM14-17--24	Be-10 (qtz)	14124	250	1147	13917	246	1076	13911	246	860	--	--	--
													
TM14-17--25	Be-10 (qtz)	13868	245	1126	13652	241	1055	13635	241	842	--	--	--
													
TM14-17--26	Be-10 (qtz)	14060	249	1142	13848	245	1071	13836	245	855	--	--	--
													
TM14-17--27	Be-10 (qtz)	13941	246	1132	13723	243	1061	13705	242	847	--	--	--
													
TM14-17--28	Be-10 (qtz)	13972	247	1135	13754	243	1063	13737	243	849	--	--	--
													
TM14-17--29	Be-10 (qtz)	13884	245	1128	13668	242	1057	13650	241	843	--	--	--
													
TM14-17--30	Be-10 (qtz)	13925	246	1131	13708	242	1060	13690	242	846	--	--	--
													
TM14-17--31	Be-10 (qtz)	13891	246	1128	13675	242	1057	13659	241	844	--	--	--
													
TM14-17--32	Be-10 (qtz)	14006	248	1138	13789	244	1066	13770	243	851	--	--	--
													
TM14-17--33	Be-10 (qtz)	13825	244	1123	13610	241	1052	13592	240	840	--	--	--
													
TM14-17--34	Be-10 (qtz)	13831	244	1123	13616	241	1053	13595	240	840	--	--	--
													
TM14-17--35	Be-10 (qtz)	13905	246	1129	13688	242	1058	13671	242	845	--	--	--
													
TM14-17--36	Be-10 (qtz)	13860	245	1126	13644	241	1055	13627	241	842	--	--	--
													
TM14-17--37	Be-10 (qtz)	13813	244	1122	13598	240	1051	13579	240	839	--	--	--
													
TM14-17--38	Be-10 (qtz)	13891	246	1128	13674	242	1057	13657	241	844	--	--	--
													
TM14-17--39	Be-10 (qtz)	14041	248	1140	13828	244	1069	13816	244	854	--	--	--
													
TM14-17--40	Be-10 (qtz)	14011	248	1138	13795	244	1066	13780	244	851	--	--	--
													
TM14-17--41	Be-10 (qtz)	13825	244	1123	13610	241	1052	13590	240	840	--	--	--
													
TM14-17--42	Be-10 (qtz)	14133	250	1148	13927	246	1077	13923	246	860	--	--	--
													
TM14-17--43	Be-10 (qtz)	13879	245	1127	13663	242	1056	13647	241	843	--	--	--
													
TM14-17--44	Be-10 (qtz)	14045	248	1141	13831	244	1069	13818	244	854	--	--	--
													
TM14-17--45	Be-10 (qtz)	13895	246	1129	13678	242	1057	13661	241	844	--	--	--
													
TM14-17--46	Be-10 (qtz)	13995	247	1137	13778	244	1065	13759	243	850	--	--	--
													
TM14-17--47	Be-10 (qtz)	14049	248	1141	13836	245	1070	13822	244	854	--	--	--
													
