Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
C2-Boulder2--1	Be-10 (qtz)	14039	332	1165	13811	326	1093	13403	317	857	--	--	--
													
C2-Boulder2--2	Be-10 (qtz)	14391	346	1214	14157	340	1138	13756	330	893	--	--	--
													
C2-Boulder2--3	Be-10 (qtz)	14476	346	1215	14238	340	1139	13855	331	895	--	--	--
													
C2-Boulder2--4	Be-10 (qtz)	13928	328	1152	13699	323	1080	13290	313	847	--	--	--
													
C2-Boulder2--5	Be-10 (qtz)	14300	344	1209	14072	339	1134	13667	329	889	--	--	--
													
C2-Boulder2--6	Be-10 (qtz)	14150	341	1196	13928	335	1122	13514	325	879	--	--	--
													
C2-Boulder2--7	Be-10 (qtz)	14226	335	1177	14007	330	1105	13604	320	867	--	--	--
													
C2-Boulder2--8	Be-10 (qtz)	14178	337	1182	13962	331	1110	13552	322	870	--	--	--
													
C2-Boulder2--9	Be-10 (qtz)	14570	354	1244	14325	348	1166	13953	339	916	--	--	--
													
C2-Boulder2--10	Be-10 (qtz)	14171	337	1183	13954	332	1111	13546	322	871	--	--	--
													
C2-Boulder2--11	Be-10 (qtz)	14155	337	1182	13936	331	1110	13524	321	870	--	--	--
													
C2-Boulder2--12	Be-10 (qtz)	13745	324	1137	13517	318	1066	13114	309	835	--	--	--
													
C2-Boulder2--13	Be-10 (qtz)	14538	352	1234	14295	345	1157	13911	336	909	--	--	--
													
C2-Boulder2--14	Be-10 (qtz)	14282	340	1193	14058	334	1119	13654	324	878	--	--	--
													
C2-Boulder2--15	Be-10 (qtz)	14120	338	1186	13897	332	1113	13484	322	872	--	--	--
													
C2-Boulder2--16	Be-10 (qtz)	13995	330	1157	13764	324	1085	13358	315	851	--	--	--
													
C2-Boulder2--17	Be-10 (qtz)	14257	346	1215	14030	340	1140	13616	330	893	--	--	--
													
C2-Boulder2--18	Be-10 (qtz)	14041	332	1167	13813	327	1095	13409	317	858	--	--	--
													
C2-Boulder2--19	Be-10 (qtz)	13972	329	1155	13741	324	1084	13332	314	849	--	--	--
													
C2-Boulder2--20	Be-10 (qtz)	14209	335	1175	13992	329	1103	13591	320	866	--	--	--
													
C2-Boulder2--21	Be-10 (qtz)	13966	331	1163	13735	325	1090	13325	316	854	--	--	--
													
