Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
TM14-01--1	Be-10 (qtz)	16363	278	1327	15972	271	1233	15860	269	977	--	--	--
													
TM14-01--2	Be-10 (qtz)	15423	262	1251	15103	256	1165	15029	255	926	--	--	--
													
TM14-01--3	Be-10 (qtz)	15442	262	1252	15118	256	1167	15043	255	927	--	--	--
													
TM14-01--4	Be-10 (qtz)	15446	262	1253	15122	257	1167	15046	255	927	--	--	--
													
TM14-01--5	Be-10 (qtz)	16704	283	1355	16293	277	1258	16193	275	998	--	--	--
													
TM14-01--6	Be-10 (qtz)	16236	276	1317	15850	269	1223	15739	267	970	--	--	--
													
TM14-01--7	Be-10 (qtz)	15833	269	1284	15473	263	1194	15375	261	947	--	--	--
													
TM14-01--8	Be-10 (qtz)	15882	269	1288	15519	263	1198	15419	262	950	--	--	--
													
TM14-01--9	Be-10 (qtz)	15826	269	1284	15468	262	1194	15371	261	947	--	--	--
													
TM14-01--10	Be-10 (qtz)	15889	270	1289	15526	263	1198	15426	262	950	--	--	--
													
TM14-01--11	Be-10 (qtz)	15653	266	1270	15308	260	1181	15216	258	937	--	--	--
													
TM14-01--12	Be-10 (qtz)	15753	267	1278	15400	261	1188	15306	260	943	--	--	--
													
TM14-01--13	Be-10 (qtz)	15768	268	1279	15413	262	1190	15314	260	943	--	--	--
													
TM14-01--14	Be-10 (qtz)	15697	266	1273	15347	260	1184	15253	259	940	--	--	--
													
TM14-01--15	Be-10 (qtz)	16621	282	1348	16221	275	1252	16114	273	993	--	--	--
													
TM14-01--16	Be-10 (qtz)	15802	268	1282	15444	262	1192	15347	260	945	--	--	--
													
TM14-01--17	Be-10 (qtz)	15992	271	1297	15621	265	1206	15516	263	956	--	--	--
													
TM14-01--18	Be-10 (qtz)	15849	269	1285	15489	263	1195	15389	261	948	--	--	--
													
