Percentile	Sample_Name	PercentSnow	Age_yr
0.025	TM14-13	0	18365
0.159	TM14-13	0	19681
0.5	TM14-13	0	21062
0.841	TM14-13	0	22466
0.975	TM14-13	0	23846
0.025	TM14-15	0	12621
0.159	TM14-15	0	13477
0.5	TM14-15	0	14368
0.841	TM14-15	0	15262
0.975	TM14-15	0	16124
0.025	TM14-16	0	11297
0.159	TM14-16	0	12083
0.5	TM14-16	0	12905
0.841	TM14-16	0	13732
0.975	TM14-16	0	14534
0.025	TM14-17	0	12330
0.159	TM14-17	0	13172
0.5	TM14-17	0	14049
0.841	TM14-17	0	14927
0.975	TM14-17	0	15776
0.025	TM14-18	0	13027
0.159	TM14-18	0	13914
0.5	TM14-18	0	14836
0.841	TM14-18	0	15762
0.975	TM14-18	0	16655
0.025	UpLy-12-10	0	11433
0.159	UpLy-12-10	0	12236
0.5	UpLy-12-10	0	13081
0.841	UpLy-12-10	0	13937
0.975	UpLy-12-10	0	14773
0.025	C2-Boulder1	10	12969
0.159	C2-Boulder1	10	13862
0.5	C2-Boulder1	10	14798
0.841	C2-Boulder1	10	15744
0.975	C2-Boulder1	10	16665
0.025	C2-Boulder2	10	12099
0.159	C2-Boulder2	10	12982
0.5	C2-Boulder2	10	13909
0.841	C2-Boulder2	10	14850
0.975	C2-Boulder2	10	15772
0.025	LoLy-11-08	10	12556
0.159	LoLy-11-08	10	13474
0.5	LoLy-11-08	10	14437
0.841	LoLy-11-08	10	15409
0.975	LoLy-11-08	10	16357
0.025	LyCy-1	10	10269
0.159	LyCy-1	10	10929
0.5	LyCy-1	10	11760
0.841	LyCy-1	10	12624
0.975	LyCy-1	10	13467
0.025	LyCy-3	10	12828
0.159	LyCy-3	10	13888
0.5	LyCy-3	10	14990
0.841	LyCy-3	10	16095
0.975	LyCy-3	10	17160
0.025	LyCy-4	10	11636
0.159	LyCy-4	10	12701
0.5	LyCy-4	10	13814
0.841	LyCy-4	10	14932
0.975	LyCy-4	10	16013
0.025	LyCy-5	10	13173
0.159	LyCy-5	10	14168
0.5	LyCy-5	10	15203
0.841	LyCy-5	10	16241
0.975	LyCy-5	10	17243
0.025	TM14-01	10	12294
0.159	TM14-01	10	13138
0.5	TM14-01	10	14018
0.841	TM14-01	10	14903
0.975	TM14-01	10	15759
0.025	TM14-02	10	12007
0.159	TM14-02	10	12837
0.5	TM14-02	10	13705
0.841	TM14-02	10	14579
0.975	TM14-02	10	15427
0.025	TM14-03	10	12851
0.159	TM14-03	10	13752
0.5	TM14-03	10	14691
0.841	TM14-03	10	15635
0.975	TM14-03	10	16547
0.025	TM14-04	10	11558
0.159	TM14-04	10	12348
0.5	TM14-04	10	13174
0.841	TM14-04	10	14002
0.975	TM14-04	10	14803
0.025	TM14-05	10	11304
0.159	TM14-05	10	12116
0.5	TM14-05	10	12967
0.841	TM14-05	10	13823
0.975	TM14-05	10	14652
0.025	TM14-06	10	12151
0.159	TM14-06	10	13004
0.5	TM14-06	10	13897
0.841	TM14-06	10	14801
0.975	TM14-06	10	15681
0.025	TM14-07	10	13679
0.159	TM14-07	10	14633
0.5	TM14-07	10	15633
0.841	TM14-07	10	16644
0.975	TM14-07	10	17633
0.025	TM14-11	10	11377
0.159	TM14-11	10	12184
0.5	TM14-11	10	13032
0.841	TM14-11	10	13891
0.975	TM14-11	10	14729
0.025	TM14-12	10	13308
0.159	TM14-12	10	14233
0.5	TM14-12	10	15200
0.841	TM14-12	10	16175
0.975	TM14-12	10	17123
0.025	TM14-13	10	18372
0.159	TM14-13	10	19690
0.5	TM14-13	10	21074
0.841	TM14-13	10	22478
0.975	TM14-13	10	23855
0.025	TM14-15	10	12625
0.159	TM14-15	10	13481
0.5	TM14-15	10	14373
0.841	TM14-15	10	15267
0.975	TM14-15	10	16131
0.025	TM14-16	10	11299
0.159	TM14-16	10	12085
0.5	TM14-16	10	12909
0.841	TM14-16	10	13737
0.975	TM14-16	10	14541
0.025	TM14-17	10	12334
0.159	TM14-17	10	13178
0.5	TM14-17	10	14055
0.841	TM14-17	10	14936
0.975	TM14-17	10	15786
0.025	TM14-18	10	13025
0.159	TM14-18	10	13911
0.5	TM14-18	10	14834
0.841	TM14-18	10	15759
0.975	TM14-18	10	16652
0.025	UpLy-12-10	10	11431
0.159	UpLy-12-10	10	12234
0.5	UpLy-12-10	10	13079
0.841	UpLy-12-10	10	13938
0.975	UpLy-12-10	10	14776
0.025	C2-Boulder1	20	12962
0.159	C2-Boulder1	20	13855
0.5	C2-Boulder1	20	14791
0.841	C2-Boulder1	20	15737
0.975	C2-Boulder1	20	16659
0.025	C2-Boulder2	20	12101
0.159	C2-Boulder2	20	12983
0.5	C2-Boulder2	20	13909
0.841	C2-Boulder2	20	14848
0.975	C2-Boulder2	20	15767
0.025	LoLy-11-08	20	12563
0.159	LoLy-11-08	20	13482
0.5	LoLy-11-08	20	14445
0.841	LoLy-11-08	20	15417
0.975	LoLy-11-08	20	16365
0.025	LyCy-1	20	10410
0.159	LyCy-1	20	11165
0.5	LyCy-1	20	12045
0.841	LyCy-1	20	12949
0.975	LyCy-1	20	13833
0.025	LyCy-3	20	13065
0.159	LyCy-3	20	14144
0.5	LyCy-3	20	15266
0.841	LyCy-3	20	16391
0.975	LyCy-3	20	17476
0.025	LyCy-4	20	11880
0.159	LyCy-4	20	12970
0.5	LyCy-4	20	14108
0.841	LyCy-4	20	15249
0.975	LyCy-4	20	16353
0.025	LyCy-5	20	13363
0.159	LyCy-5	20	14373
0.5	LyCy-5	20	15425
0.841	LyCy-5	20	16480
0.975	LyCy-5	20	17500
0.025	TM14-01	20	12337
0.159	TM14-01	20	13185
0.5	TM14-01	20	14069
0.841	TM14-01	20	14958
0.975	TM14-01	20	15817
0.025	TM14-02	20	12008
0.159	TM14-02	20	12839
0.5	TM14-02	20	13706
0.841	TM14-02	20	14580
0.975	TM14-02	20	15427
0.025	TM14-03	20	12859
0.159	TM14-03	20	13759
0.5	TM14-03	20	14697
0.841	TM14-03	20	15640
0.975	TM14-03	20	16553
0.025	TM14-04	20	11561
0.159	TM14-04	20	12352
0.5	TM14-04	20	13177
0.841	TM14-04	20	14005
0.975	TM14-04	20	14806
0.025	TM14-05	20	11301
0.159	TM14-05	20	12113
0.5	TM14-05	20	12963
0.841	TM14-05	20	13819
0.975	TM14-05	20	14647
0.025	TM14-06	20	12144
0.159	TM14-06	20	12997
0.5	TM14-06	20	13892
0.841	TM14-06	20	14797
0.975	TM14-06	20	15681
0.025	TM14-07	20	13684
0.159	TM14-07	20	14639
0.5	TM14-07	20	15638
0.841	TM14-07	20	16649
0.975	TM14-07	20	17635
0.025	TM14-11	20	11381
0.159	TM14-11	20	12189
0.5	TM14-11	20	13038
0.841	TM14-11	20	13897
0.975	TM14-11	20	14738
0.025	TM14-12	20	13302
0.159	TM14-12	20	14226
0.5	TM14-12	20	15192
0.841	TM14-12	20	16165
0.975	TM14-12	20	17112
0.025	TM14-13	20	18351
0.159	TM14-13	20	19665
0.5	TM14-13	20	21045
0.841	TM14-13	20	22445
0.975	TM14-13	20	23818
0.025	TM14-15	20	12620
0.159	TM14-15	20	13476
0.5	TM14-15	20	14367
0.841	TM14-15	20	15260
0.975	TM14-15	20	16122
0.025	TM14-16	20	11293
0.159	TM14-16	20	12078
0.5	TM14-16	20	12899
0.841	TM14-16	20	13725
0.975	TM14-16	20	14526
0.025	TM14-17	20	12326
0.159	TM14-17	20	13168
0.5	TM14-17	20	14044
0.841	TM14-17	20	14921
0.975	TM14-17	20	15769
0.025	TM14-18	20	13027
0.159	TM14-18	20	13913
0.5	TM14-18	20	14836
0.841	TM14-18	20	15761
0.975	TM14-18	20	16655
0.025	UpLy-12-10	20	11433
0.159	UpLy-12-10	20	12236
0.5	UpLy-12-10	20	13081
0.841	UpLy-12-10	20	13939
0.975	UpLy-12-10	20	14779
0.025	C2-Boulder1	30	12967
0.159	C2-Boulder1	30	13860
0.5	C2-Boulder1	30	14796
0.841	C2-Boulder1	30	15743
0.975	C2-Boulder1	30	16667
0.025	C2-Boulder2	30	12155
0.159	C2-Boulder2	30	13042
0.5	C2-Boulder2	30	13974
0.841	C2-Boulder2	30	14919
0.975	C2-Boulder2	30	15845
0.025	LoLy-11-08	30	12558
0.159	LoLy-11-08	30	13475
0.5	LoLy-11-08	30	14436
0.841	LoLy-11-08	30	15406
0.975	LoLy-11-08	30	16350
0.025	LyCy-1	30	10611
0.159	LyCy-1	30	11445
0.5	LyCy-1	30	12369
0.841	LyCy-1	30	13312
0.975	LyCy-1	30	14235
0.025	LyCy-3	30	13279
0.159	LyCy-3	30	14378
0.5	LyCy-3	30	15522
0.841	LyCy-3	30	16671
0.975	LyCy-3	30	17780
0.025	LyCy-4	30	12116
0.159	LyCy-4	30	13230
0.5	LyCy-4	30	14392
0.841	LyCy-4	30	15558
0.975	LyCy-4	30	16686
0.025	LyCy-5	30	13564
0.159	LyCy-5	30	14593
0.5	LyCy-5	30	15666
0.841	LyCy-5	30	16744
0.975	LyCy-5	30	17788
0.025	TM14-01	30	12485
0.159	TM14-01	30	13346
0.5	TM14-01	30	14244
0.841	TM14-01	30	15147
0.975	TM14-01	30	16020
0.025	TM14-02	30	12012
0.159	TM14-02	30	12843
0.5	TM14-02	30	13712
0.841	TM14-02	30	14587
0.975	TM14-02	30	15435
0.025	TM14-03	30	12855
0.159	TM14-03	30	13755
0.5	TM14-03	30	14693
0.841	TM14-03	30	15636
0.975	TM14-03	30	16547
0.025	TM14-04	30	11578
0.159	TM14-04	30	12370
0.5	TM14-04	30	13197
0.841	TM14-04	30	14026
0.975	TM14-04	30	14828
0.025	TM14-05	30	11321
0.159	TM14-05	30	12135
0.5	TM14-05	30	12988
0.841	TM14-05	30	13844
0.975	TM14-05	30	14673
0.025	TM14-06	30	12143
0.159	TM14-06	30	12995
0.5	TM14-06	30	13889
0.841	TM14-06	30	14793
0.975	TM14-06	30	15676
0.025	TM14-07	30	13679
0.159	TM14-07	30	14633
0.5	TM14-07	30	15631
0.841	TM14-07	30	16640
0.975	TM14-07	30	17625
0.025	TM14-11	30	11436
0.159	TM14-11	30	12249
0.5	TM14-11	30	13103
0.841	TM14-11	30	13969
0.975	TM14-11	30	14813
0.025	TM14-12	30	13299
0.159	TM14-12	30	14223
0.5	TM14-12	30	15188
0.841	TM14-12	30	16161
0.975	TM14-12	30	17107
0.025	TM14-13	30	18415
0.159	TM14-13	30	19736
0.5	TM14-13	30	21124
0.841	TM14-13	30	22536
0.975	TM14-13	30	23922
0.025	TM14-15	30	12633
0.159	TM14-15	30	13490
0.5	TM14-15	30	14382
0.841	TM14-15	30	15277
0.975	TM14-15	30	16141
0.025	TM14-16	30	11304
0.159	TM14-16	30	12090
0.5	TM14-16	30	12912
0.841	TM14-16	30	13740
0.975	TM14-16	30	14541
0.025	TM14-17	30	12345
0.159	TM14-17	30	13189
0.5	TM14-17	30	14067
0.841	TM14-17	30	14947
0.975	TM14-17	30	15797
0.025	TM14-18	30	13022
0.159	TM14-18	30	13908
0.5	TM14-18	30	14830
0.841	TM14-18	30	15755
0.975	TM14-18	30	16648
0.025	UpLy-12-10	30	11469
0.159	UpLy-12-10	30	12275
0.5	UpLy-12-10	30	13123
0.841	UpLy-12-10	30	13983
0.975	UpLy-12-10	30	14822
0.025	C2-Boulder1	40	12967
0.159	C2-Boulder1	40	13860
0.5	C2-Boulder1	40	14796
0.841	C2-Boulder1	40	15743
0.975	C2-Boulder1	40	16668
0.025	C2-Boulder2	40	12284
0.159	C2-Boulder2	40	13184
0.5	C2-Boulder2	40	14130
0.841	C2-Boulder2	40	15089
0.975	C2-Boulder2	40	16026
0.025	LoLy-11-08	40	12558
0.159	LoLy-11-08	40	13477
0.5	LoLy-11-08	40	14439
0.841	LoLy-11-08	40	15410
0.975	LoLy-11-08	40	16358
0.025	LyCy-1	40	10888
0.159	LyCy-1	40	11789
0.5	LyCy-1	40	12757
0.841	LyCy-1	40	13741
0.975	LyCy-1	40	14700
0.025	LyCy-3	40	13492
0.159	LyCy-3	40	14612
0.5	LyCy-3	40	15780
0.841	LyCy-3	40	16953
0.975	LyCy-3	40	18088
0.025	LyCy-4	40	12336
0.159	LyCy-4	40	13472
0.5	LyCy-4	40	14657
0.841	LyCy-4	40	15848
0.975	LyCy-4	40	17000
0.025	LyCy-5	40	13773
0.159	LyCy-5	40	14820
0.5	LyCy-5	40	15913
0.841	LyCy-5	40	17013
0.975	LyCy-5	40	18078
0.025	TM14-01	40	12668
0.159	TM14-01	40	13542
0.5	TM14-01	40	14454
0.841	TM14-01	40	15371
0.975	TM14-01	40	16259
0.025	TM14-02	40	12030
0.159	TM14-02	40	12862
0.5	TM14-02	40	13732
0.841	TM14-02	40	14608
0.975	TM14-02	40	15457
0.025	TM14-03	40	12852
0.159	TM14-03	40	13752
0.5	TM14-03	40	14692
0.841	TM14-03	40	15635
0.975	TM14-03	40	16549
0.025	TM14-04	40	11649
0.159	TM14-04	40	12447
0.5	TM14-04	40	13279
0.841	TM14-04	40	14115
0.975	TM14-04	40	14923
0.025	TM14-05	40	11398
0.159	TM14-05	40	12218
0.5	TM14-05	40	13075
0.841	TM14-05	40	13936
0.975	TM14-05	40	14770
0.025	TM14-06	40	12140
0.159	TM14-06	40	12993
0.5	TM14-06	40	13887
0.841	TM14-06	40	14791
0.975	TM14-06	40	15672
0.025	TM14-07	40	13695
0.159	TM14-07	40	14651
0.5	TM14-07	40	15652
0.841	TM14-07	40	16663
0.975	TM14-07	40	17649
0.025	TM14-11	40	11552
0.159	TM14-11	40	12374
0.5	TM14-11	40	13236
0.841	TM14-11	40	14107
0.975	TM14-11	40	14956
0.025	TM14-12	40	13312
0.159	TM14-12	40	14237
0.5	TM14-12	40	15203
0.841	TM14-12	40	16177
0.975	TM14-12	40	17124
0.025	TM14-13	40	18571
0.159	TM14-13	40	19903
0.5	TM14-13	40	21302
0.841	TM14-13	40	22724
0.975	TM14-13	40	24119
0.025	TM14-15	40	12674
0.159	TM14-15	40	13534
0.5	TM14-15	40	14430
0.841	TM14-15	40	15329
0.975	TM14-15	40	16198
0.025	TM14-16	40	11341
0.159	TM14-16	40	12132
0.5	TM14-16	40	12958
0.841	TM14-16	40	13791
0.975	TM14-16	40	14599
0.025	TM14-17	40	12412
0.159	TM14-17	40	13262
0.5	TM14-17	40	14147
0.841	TM14-17	40	15034
0.975	TM14-17	40	15892
0.025	TM14-18	40	13025
0.159	TM14-18	40	13911
0.5	TM14-18	40	14833
0.841	TM14-18	40	15758
0.975	TM14-18	40	16652
0.025	UpLy-12-10	40	11563
0.159	UpLy-12-10	40	12373
0.5	UpLy-12-10	40	13225
0.841	UpLy-12-10	40	14088
0.975	UpLy-12-10	40	14930
0.025	C2-Boulder1	50	12971
0.159	C2-Boulder1	50	13864
0.5	C2-Boulder1	50	14799
0.841	C2-Boulder1	50	15743
0.975	C2-Boulder1	50	16664
0.025	C2-Boulder2	50	12447
0.159	C2-Boulder2	50	13358
0.5	C2-Boulder2	50	14315
0.841	C2-Boulder2	50	15285
0.975	C2-Boulder2	50	16233
0.025	LoLy-11-08	50	12562
0.159	LoLy-11-08	50	13480
0.5	LoLy-11-08	50	14442
0.841	LoLy-11-08	50	15414
0.975	LoLy-11-08	50	16361
0.025	LyCy-1	50	11150
0.159	LyCy-1	50	12086
0.5	LyCy-1	50	13077
0.841	LyCy-1	50	14080
0.975	LyCy-1	50	15056
0.025	LyCy-3	50	13733
0.159	LyCy-3	50	14877
0.5	LyCy-3	50	16071
0.841	LyCy-3	50	17272
0.975	LyCy-3	50	18438
0.025	LyCy-4	50	12554
0.159	LyCy-4	50	13714
0.5	LyCy-4	50	14924
0.841	LyCy-4	50	16141
0.975	LyCy-4	50	17319
0.025	LyCy-5	50	14000
0.159	LyCy-5	50	15068
0.5	LyCy-5	50	16184
0.841	LyCy-5	50	17309
0.975	LyCy-5	50	18403
0.025	TM14-01	50	12877
0.159	TM14-01	50	13768
0.5	TM14-01	50	14700
0.841	TM14-01	50	15638
0.975	TM14-01	50	16548
0.025	TM14-02	50	12068
0.159	TM14-02	50	12903
0.5	TM14-02	50	13776
0.841	TM14-02	50	14654
0.975	TM14-02	50	15505
0.025	TM14-03	50	12847
0.159	TM14-03	50	13747
0.5	TM14-03	50	14686
0.841	TM14-03	50	15629
0.975	TM14-03	50	16541
0.025	TM14-04	50	11754
0.159	TM14-04	50	12559
0.5	TM14-04	50	13399
0.841	TM14-04	50	14244
0.975	TM14-04	50	15062
0.025	TM14-05	50	11501
0.159	TM14-05	50	12334
0.5	TM14-05	50	13205
0.841	TM14-05	50	14081
0.975	TM14-05	50	14929
0.025	TM14-06	50	12179
0.159	TM14-06	50	13034
0.5	TM14-06	50	13932
0.841	TM14-06	50	14841
0.975	TM14-06	50	15729
0.025	TM14-07	50	13718
0.159	TM14-07	50	14677
0.5	TM14-07	50	15682
0.841	TM14-07	50	16697
0.975	TM14-07	50	17689
0.025	TM14-11	50	11707
0.159	TM14-11	50	12541
0.5	TM14-11	50	13417
0.841	TM14-11	50	14303
0.975	TM14-11	50	15169
0.025	TM14-12	50	13312
0.159	TM14-12	50	14237
0.5	TM14-12	50	15203
0.841	TM14-12	50	16177
0.975	TM14-12	50	17124
0.025	TM14-13	50	18756
0.159	TM14-13	50	20104
0.5	TM14-13	50	21522
0.841	TM14-13	50	22962
0.975	TM14-13	50	24375
0.025	TM14-15	50	12751
0.159	TM14-15	50	13618
0.5	TM14-15	50	14522
0.841	TM14-15	50	15429
0.975	TM14-15	50	16306
0.025	TM14-16	50	11429
0.159	TM14-16	50	12228
0.5	TM14-16	50	13062
0.841	TM14-16	50	13903
0.975	TM14-16	50	14716
0.025	TM14-17	50	12528
0.159	TM14-17	50	13389
0.5	TM14-17	50	14286
0.841	TM14-17	50	15186
0.975	TM14-17	50	16056
0.025	TM14-18	50	13031
0.159	TM14-18	50	13918
0.5	TM14-18	50	14841
0.841	TM14-18	50	15766
0.975	TM14-18	50	16660
0.025	UpLy-12-10	50	11740
0.159	UpLy-12-10	50	12561
0.5	UpLy-12-10	50	13424
0.841	UpLy-12-10	50	14299
0.975	UpLy-12-10	50	15154
0.025	C2-Boulder1	60	12985
0.159	C2-Boulder1	60	13880
0.5	C2-Boulder1	60	14818
0.841	C2-Boulder1	60	15767
0.975	C2-Boulder1	60	16693
0.025	C2-Boulder2	60	12621
0.159	C2-Boulder2	60	13550
0.5	C2-Boulder2	60	14526
0.841	C2-Boulder2	60	15516
0.975	C2-Boulder2	60	16485
0.025	LoLy-11-08	60	12554
0.159	LoLy-11-08	60	13472
0.5	LoLy-11-08	60	14434
0.841	LoLy-11-08	60	15407
0.975	LoLy-11-08	60	16357
0.025	LyCy-1	60	11389
0.159	LyCy-1	60	12352
0.5	LyCy-1	60	13364
0.841	LyCy-1	60	14386
0.975	LyCy-1	60	15382
0.025	LyCy-3	60	13970
0.159	LyCy-3	60	15139
0.5	LyCy-3	60	16362
0.841	LyCy-3	60	17596
0.975	LyCy-3	60	18794
0.025	LyCy-4	60	12754
0.159	LyCy-4	60	13933
0.5	LyCy-4	60	15164
0.841	LyCy-4	60	16402
0.975	LyCy-4	60	17602
0.025	LyCy-5	60	14220
0.159	LyCy-5	60	15310
0.5	LyCy-5	60	16451
0.841	LyCy-5	60	17602
0.975	LyCy-5	60	18721
0.025	TM14-01	60	13072
0.159	TM14-01	60	13980
0.5	TM14-01	60	14929
0.841	TM14-01	60	15887
0.975	TM14-01	60	16818
0.025	TM14-02	60	12137
0.159	TM14-02	60	12981
0.5	TM14-02	60	13864
0.841	TM14-02	60	14755
0.975	TM14-02	60	15621
0.025	TM14-03	60	12863
0.159	TM14-03	60	13764
0.5	TM14-03	60	14704
0.841	TM14-03	60	15650
0.975	TM14-03	60	16565
0.025	TM14-04	60	11879
0.159	TM14-04	60	12695
0.5	TM14-04	60	13549
0.841	TM14-04	60	14409
0.975	TM14-04	60	15246
0.025	TM14-05	60	11643
0.159	TM14-05	60	12483
0.5	TM14-05	60	13361
0.841	TM14-05	60	14245
0.975	TM14-05	60	15102
0.025	TM14-06	60	12218
0.159	TM14-06	60	13078
0.5	TM14-06	60	13980
0.841	TM14-06	60	14894
0.975	TM14-06	60	15785
0.025	TM14-07	60	13771
0.159	TM14-07	60	14735
0.5	TM14-07	60	15746
0.841	TM14-07	60	16768
0.975	TM14-07	60	17765
0.025	TM14-11	60	11845
0.159	TM14-11	60	12691
0.5	TM14-11	60	13581
0.841	TM14-11	60	14484
0.975	TM14-11	60	15369
0.025	TM14-12	60	13335
0.159	TM14-12	60	14263
0.5	TM14-12	60	15233
0.841	TM14-12	60	16211
0.975	TM14-12	60	17164
0.025	TM14-13	60	18968
0.159	TM14-13	60	20341
0.5	TM14-13	60	21788
0.841	TM14-13	60	23261
0.975	TM14-13	60	24712
0.025	TM14-15	60	12860
0.159	TM14-15	60	13738
0.5	TM14-15	60	14654
0.841	TM14-15	60	15574
0.975	TM14-15	60	16466
0.025	TM14-16	60	11548
0.159	TM14-16	60	12359
0.5	TM14-16	60	13206
0.841	TM14-16	60	14059
0.975	TM14-16	60	14886
0.025	TM14-17	60	12666
0.159	TM14-17	60	13537
0.5	TM14-17	60	14446
0.841	TM14-17	60	15358
0.975	TM14-17	60	16241
0.025	TM14-18	60	13050
0.159	TM14-18	60	13938
0.5	TM14-18	60	14864
0.841	TM14-18	60	15792
0.975	TM14-18	60	16688
0.025	UpLy-12-10	60	11894
0.159	UpLy-12-10	60	12731
0.5	UpLy-12-10	60	13612
0.841	UpLy-12-10	60	14506
0.975	UpLy-12-10	60	15383
0.025	C2-Boulder1	64	12994
0.159	C2-Boulder1	64	13889
0.5	C2-Boulder1	64	14827
0.841	C2-Boulder1	64	15776
0.975	C2-Boulder1	64	16701
0.025	C2-Boulder2	64	12701
0.159	C2-Boulder2	64	13637
0.5	C2-Boulder2	64	14623
0.841	C2-Boulder2	64	15626
0.975	C2-Boulder2	64	16612
0.025	LoLy-11-08	64	12545
0.159	LoLy-11-08	64	13462
0.5	LoLy-11-08	64	14421
0.841	LoLy-11-08	64	15391
0.975	LoLy-11-08	64	16334
0.025	LyCy-1	64	11505
0.159	LyCy-1	64	12474
0.5	LyCy-1	64	13491
0.841	LyCy-1	64	14519
0.975	LyCy-1	64	15519
0.025	LyCy-3	64	14060
0.159	LyCy-3	64	15239
0.5	LyCy-3	64	16472
0.841	LyCy-3	64	17717
0.975	LyCy-3	64	18927
0.025	LyCy-4	64	12823
0.159	LyCy-4	64	14010
0.5	LyCy-4	64	15249
0.841	LyCy-4	64	16496
0.975	LyCy-4	64	17705
0.025	LyCy-5	64	14293
0.159	LyCy-5	64	15389
0.5	LyCy-5	64	16535
0.841	LyCy-5	64	17691
0.975	LyCy-5	64	18815
0.025	TM14-01	64	13155
0.159	TM14-01	64	14072
0.5	TM14-01	64	15031
0.841	TM14-01	64	15999
0.975	TM14-01	64	16941
0.025	TM14-02	64	12163
0.159	TM14-02	64	13011
0.5	TM14-02	64	13898
0.841	TM14-02	64	14793
0.975	TM14-02	64	15663
0.025	TM14-03	64	12846
0.159	TM14-03	64	13746
0.5	TM14-03	64	14684
0.841	TM14-03	64	15626
0.975	TM14-03	64	16537
0.025	TM14-04	64	11924
0.159	TM14-04	64	12745
0.5	TM14-04	64	13605
0.841	TM14-04	64	14473
0.975	TM14-04	64	15317
0.025	TM14-05	64	11688
0.159	TM14-05	64	12531
0.5	TM14-05	64	13413
0.841	TM14-05	64	14301
0.975	TM14-05	64	15163
0.025	TM14-06	64	12226
0.159	TM14-06	64	13087
0.5	TM14-06	64	13991
0.841	TM14-06	64	14908
0.975	TM14-06	64	15805
0.025	TM14-07	64	13789
0.159	TM14-07	64	14754
0.5	TM14-07	64	15765
0.841	TM14-07	64	16786
0.975	TM14-07	64	17783
0.025	TM14-11	64	11907
0.159	TM14-11	64	12759
0.5	TM14-11	64	13653
0.841	TM14-11	64	14561
0.975	TM14-11	64	15451
0.025	TM14-12	64	13349
0.159	TM14-12	64	14277
0.5	TM14-12	64	15248
0.841	TM14-12	64	16226
0.975	TM14-12	64	17178
0.025	TM14-13	64	19029
0.159	TM14-13	64	20404
0.5	TM14-13	64	21852
0.841	TM14-13	64	23328
0.975	TM14-13	64	24784
0.025	TM14-15	64	12909
0.159	TM14-15	64	13791
0.5	TM14-15	64	14711
0.841	TM14-15	64	15637
0.975	TM14-15	64	16535
0.025	TM14-16	64	11603
0.159	TM14-16	64	12418
0.5	TM14-16	64	13269
0.841	TM14-16	64	14126
0.975	TM14-16	64	14957
0.025	TM14-17	64	12734
0.159	TM14-17	64	13611
0.5	TM14-17	64	14526
0.841	TM14-17	64	15445
0.975	TM14-17	64	16334
0.025	TM14-18	64	13057
0.159	TM14-18	64	13947
0.5	TM14-18	64	14874
0.841	TM14-18	64	15804
0.975	TM14-18	64	16703
0.025	UpLy-12-10	64	11961
0.159	UpLy-12-10	64	12801
0.5	UpLy-12-10	64	13684
0.841	UpLy-12-10	64	14581
0.975	UpLy-12-10	64	15461
0.025	C2-Boulder1	65	12992
0.159	C2-Boulder1	65	13887
0.5	C2-Boulder1	65	14824
0.841	C2-Boulder1	65	15772
0.975	C2-Boulder1	65	16698
0.025	C2-Boulder2	65	12707
