Percentile	Sample_Name	PercentSnow	Age_yr
0.159	C2-Boulder2	65	13644
0.5	C2-Boulder2	65	14629
0.841	C2-Boulder2	65	15629
0.975	C2-Boulder2	65	16609
0.025	LoLy-11-08	65	12559
0.159	LoLy-11-08	65	13477
0.5	LoLy-11-08	65	14438
0.841	LoLy-11-08	65	15408
0.975	LoLy-11-08	65	16353
0.025	LyCy-1	65	11523
0.159	LyCy-1	65	12493
0.5	LyCy-1	65	13513
0.841	LyCy-1	65	14546
0.975	LyCy-1	65	15555
0.025	LyCy-3	65	14090
0.159	LyCy-3	65	15269
0.5	LyCy-3	65	16502
0.841	LyCy-3	65	17744
0.975	LyCy-3	65	18950
0.025	LyCy-4	65	12863
0.159	LyCy-4	65	14053
0.5	LyCy-4	65	15296
0.841	LyCy-4	65	16547
0.975	LyCy-4	65	17761
0.025	LyCy-5	65	14325
0.159	LyCy-5	65	15424
0.5	LyCy-5	65	16575
0.841	LyCy-5	65	17737
0.975	LyCy-5	65	18867
0.025	TM14-01	65	13170
0.159	TM14-01	65	14087
0.5	TM14-01	65	15046
0.841	TM14-01	65	16012
0.975	TM14-01	65	16949
0.025	TM14-02	65	12193
0.159	TM14-02	65	13042
0.5	TM14-02	65	13932
0.841	TM14-02	65	14830
0.975	TM14-02	65	15703
0.025	TM14-03	65	12851
0.159	TM14-03	65	13752
0.5	TM14-03	65	14692
0.841	TM14-03	65	15636
0.975	TM14-03	65	16548
0.025	TM14-04	65	11941
0.159	TM14-04	65	12762
0.5	TM14-04	65	13622
0.841	TM14-04	65	14490
0.975	TM14-04	65	15333
0.025	TM14-05	65	11703
0.159	TM14-05	65	12549
0.5	TM14-05	65	13433
0.841	TM14-05	65	14324
0.975	TM14-05	65	15189
0.025	TM14-06	65	12232
0.159	TM14-06	65	13094
0.5	TM14-06	65	13999
0.841	TM14-06	65	14915
0.975	TM14-06	65	15811
0.025	TM14-07	65	13795
0.159	TM14-07	65	14761
0.5	TM14-07	65	15774
0.841	TM14-07	65	16799
0.975	TM14-07	65	17802
0.025	TM14-11	65	11938
0.159	TM14-11	65	12792
0.5	TM14-11	65	13691
0.841	TM14-11	65	14604
0.975	TM14-11	65	15503
0.025	TM14-12	65	13362
0.159	TM14-12	65	14291
0.5	TM14-12	65	15263
0.841	TM14-12	65	16243
0.975	TM14-12	65	17197
0.025	TM14-13	65	19069
0.159	TM14-13	65	20448
0.5	TM14-13	65	21901
0.841	TM14-13	65	23381
0.975	TM14-13	65	24840
0.025	TM14-15	65	12917
0.159	TM14-15	65	13800
0.5	TM14-15	65	14721
0.841	TM14-15	65	15648
0.975	TM14-15	65	16547
0.025	TM14-16	65	11620
0.159	TM14-16	65	12437
0.5	TM14-16	65	13291
0.841	TM14-16	65	14150
0.975	TM14-16	65	14983
0.025	TM14-17	65	12742
0.159	TM14-17	65	13621
0.5	TM14-17	65	14538
0.841	TM14-17	65	15460
0.975	TM14-17	65	16353
0.025	TM14-18	65	13061
0.159	TM14-18	65	13951
0.5	TM14-18	65	14878
0.841	TM14-18	65	15808
0.975	TM14-18	65	16706
0.025	UpLy-12-10	65	11987
0.159	UpLy-12-10	65	12834
0.5	UpLy-12-10	65	13727
0.841	UpLy-12-10	65	14637
0.975	UpLy-12-10	65	15533
0.025	C2-Boulder1	66	13000
0.159	C2-Boulder1	66	13897
0.5	C2-Boulder1	66	14837
0.841	C2-Boulder1	66	15788
0.975	C2-Boulder1	66	16716
0.025	C2-Boulder2	66	12738
0.159	C2-Boulder2	66	13676
0.5	C2-Boulder2	66	14662
0.841	C2-Boulder2	66	15663
0.975	C2-Boulder2	66	16642
0.025	LoLy-11-08	66	12561
0.159	LoLy-11-08	66	13480
0.5	LoLy-11-08	66	14443
0.841	LoLy-11-08	66	15417
0.975	LoLy-11-08	66	16365
0.025	LyCy-1	66	11527
0.159	LyCy-1	66	12499
0.5	LyCy-1	66	13521
0.841	LyCy-1	66	14556
0.975	LyCy-1	66	15566
0.025	LyCy-3	66	14099
0.159	LyCy-3	66	15282
0.5	LyCy-3	66	16519
0.841	LyCy-3	66	17768
0.975	LyCy-3	66	18982
0.025	LyCy-4	66	12858
0.159	LyCy-4	66	14048
0.5	LyCy-4	66	15290
0.841	LyCy-4	66	16540
0.975	LyCy-4	66	17753
0.025	LyCy-5	66	14333
0.159	LyCy-5	66	15434
0.5	LyCy-5	66	16585
0.841	LyCy-5	66	17747
0.975	LyCy-5	66	18876
0.025	TM14-01	66	13193
0.159	TM14-01	66	14114
0.5	TM14-01	66	15079
0.841	TM14-01	66	16052
0.975	TM14-01	66	16998
0.025	TM14-02	66	12191
0.159	TM14-02	66	13042
0.5	TM14-02	66	13934
0.841	TM14-02	66	14836
0.975	TM14-02	66	15713
0.025	TM14-03	66	12854
0.159	TM14-03	66	13754
0.5	TM14-03	66	14692
0.841	TM14-03	66	15633
0.975	TM14-03	66	16544
0.025	TM14-04	66	11961
0.159	TM14-04	66	12787
0.5	TM14-04	66	13651
0.841	TM14-04	66	14523
0.975	TM14-04	66	15371
0.025	TM14-05	66	11715
0.159	TM14-05	66	12562
0.5	TM14-05	66	13449
0.841	TM14-05	66	14341
0.975	TM14-05	66	15208
0.025	TM14-06	66	12250
0.159	TM14-06	66	13115
0.5	TM14-06	66	14025
0.841	TM14-06	66	14947
0.975	TM14-06	66	15850
0.025	TM14-07	66	13817
0.159	TM14-07	66	14786
0.5	TM14-07	66	15803
0.841	TM14-07	66	16833
0.975	TM14-07	66	17841
0.025	TM14-11	66	11942
0.159	TM14-11	66	12798
0.5	TM14-11	66	13699
0.841	TM14-11	66	14616
0.975	TM14-11	66	15515
0.025	TM14-12	66	13359
0.159	TM14-12	66	14289
0.5	TM14-12	66	15262
0.841	TM14-12	66	16244
0.975	TM14-12	66	17199
0.025	TM14-13	66	19071
0.159	TM14-13	66	20452
0.5	TM14-13	66	21906
0.841	TM14-13	66	23386
0.975	TM14-13	66	24842
0.025	TM14-15	66	12931
0.159	TM14-15	66	13816
0.5	TM14-15	66	14741
0.841	TM14-15	66	15671
0.975	TM14-15	66	16572
0.025	TM14-16	66	11633
0.159	TM14-16	66	12451
0.5	TM14-16	66	13307
0.841	TM14-16	66	14169
0.975	TM14-16	66	15008
0.025	TM14-17	66	12746
0.159	TM14-17	66	13626
0.5	TM14-17	66	14545
0.841	TM14-17	66	15470
0.975	TM14-17	66	16366
0.025	TM14-18	66	13075
0.159	TM14-18	66	13966
0.5	TM14-18	66	14894
0.841	TM14-18	66	15826
0.975	TM14-18	66	16726
0.025	UpLy-12-10	66	12008
0.159	UpLy-12-10	66	12859
0.5	UpLy-12-10	66	13755
0.841	UpLy-12-10	66	14664
0.975	UpLy-12-10	66	15555
0.025	C2-Boulder1	67	13000
0.159	C2-Boulder1	67	13897
0.5	C2-Boulder1	67	14838
0.841	C2-Boulder1	67	15791
0.975	C2-Boulder1	67	16723
0.025	C2-Boulder2	67	12757
0.159	C2-Boulder2	67	13696
0.5	C2-Boulder2	67	14683
0.841	C2-Boulder2	67	15684
0.975	C2-Boulder2	67	16666
0.025	LoLy-11-08	67	12555
0.159	LoLy-11-08	67	13473
0.5	LoLy-11-08	67	14435
0.841	LoLy-11-08	67	15408
0.975	LoLy-11-08	67	16354
0.025	LyCy-1	67	11549
0.159	LyCy-1	67	12522
0.5	LyCy-1	67	13545
0.841	LyCy-1	67	14578
0.975	LyCy-1	67	15584
0.025	LyCy-3	67	14143
0.159	LyCy-3	67	15331
0.5	LyCy-3	67	16573
0.841	LyCy-3	67	17825
0.975	LyCy-3	67	19041
0.025	LyCy-4	67	12887
0.159	LyCy-4	67	14080
0.5	LyCy-4	67	15328
0.841	LyCy-4	67	16584
0.975	LyCy-4	67	17805
0.025	LyCy-5	67	14345
0.159	LyCy-5	67	15447
0.5	LyCy-5	67	16600
0.841	LyCy-5	67	17763
0.975	LyCy-5	67	18894
0.025	TM14-01	67	13211
0.159	TM14-01	67	14133
0.5	TM14-01	67	15098
0.841	TM14-01	67	16070
0.975	TM14-01	67	17013
0.025	TM14-02	67	12198
0.159	TM14-02	67	13050
0.5	TM14-02	67	13942
0.841	TM14-02	67	14844
0.975	TM14-02	67	15721
0.025	TM14-03	67	12847
0.159	TM14-03	67	13748
0.5	TM14-03	67	14688
0.841	TM14-03	67	15633
0.975	TM14-03	67	16548
0.025	TM14-04	67	11983
0.159	TM14-04	67	12807
0.5	TM14-04	67	13670
0.841	TM14-04	67	14541
0.975	TM14-04	67	15387
0.025	TM14-05	67	11739
0.159	TM14-05	67	12588
0.5	TM14-05	67	13476
0.841	TM14-05	67	14372
0.975	TM14-05	67	15242
0.025	TM14-06	67	12260
0.159	TM14-06	67	13125
0.5	TM14-06	67	14034
0.841	TM14-06	67	14954
0.975	TM14-06	67	15856
0.025	TM14-07	67	13813
0.159	TM14-07	67	14783
0.5	TM14-07	67	15801
0.841	TM14-07	67	16833
0.975	TM14-07	67	17845
0.025	TM14-11	67	11964
0.159	TM14-11	67	12824
0.5	TM14-11	67	13729
0.841	TM14-11	67	14648
0.975	TM14-11	67	15549
0.025	TM14-12	67	13364
0.159	TM14-12	67	14295
0.5	TM14-12	67	15269
0.841	TM14-12	67	16251
0.975	TM14-12	67	17207
0.025	TM14-13	67	19124
0.159	TM14-13	67	20508
0.5	TM14-13	67	21967
0.841	TM14-13	67	23458
0.975	TM14-13	67	24936
0.025	TM14-15	67	12945
0.159	TM14-15	67	13832
0.5	TM14-15	67	14757
0.841	TM14-15	67	15687
0.975	TM14-15	67	16588
0.025	TM14-16	67	11650
0.159	TM14-16	67	12467
0.5	TM14-16	67	13321
0.841	TM14-16	67	14183
0.975	TM14-16	67	15019
0.025	TM14-17	67	12758
0.159	TM14-17	67	13639
0.5	TM14-17	67	14558
0.841	TM14-17	67	15483
0.975	TM14-17	67	16378
0.025	TM14-18	67	13069
0.159	TM14-18	67	13960
0.5	TM14-18	67	14888
0.841	TM14-18	67	15819
0.975	TM14-18	67	16718
0.025	UpLy-12-10	67	12021
0.159	UpLy-12-10	67	12869
0.5	UpLy-12-10	67	13761
0.841	UpLy-12-10	67	14668
0.975	UpLy-12-10	67	15558
0.025	C2-Boulder1	70	13021
0.159	C2-Boulder1	70	13920
0.5	C2-Boulder1	70	14863
0.841	C2-Boulder1	70	15818
0.975	C2-Boulder1	70	16750
0.025	C2-Boulder2	70	12808
0.159	C2-Boulder2	70	13751
0.5	C2-Boulder2	70	14741
0.841	C2-Boulder2	70	15745
0.975	C2-Boulder2	70	16727
0.025	LoLy-11-08	70	12553
0.159	LoLy-11-08	70	13470
0.5	LoLy-11-08	70	14430
0.841	LoLy-11-08	70	15400
0.975	LoLy-11-08	70	16347
0.025	LyCy-1	70	11623
0.159	LyCy-1	70	12605
0.5	LyCy-1	70	13639
0.841	LyCy-1	70	14687
0.975	LyCy-1	70	15714
0.025	LyCy-3	70	14212
0.159	LyCy-3	70	15404
0.5	LyCy-3	70	16651
0.841	LyCy-3	70	17908
0.975	LyCy-3	70	19129
0.025	LyCy-4	70	12930
0.159	LyCy-4	70	14126
0.5	LyCy-4	70	15375
0.841	LyCy-4	70	16633
0.975	LyCy-4	70	17853
0.025	LyCy-5	70	14409
0.159	LyCy-5	70	15516
0.5	LyCy-5	70	16676
0.841	LyCy-5	70	17846
0.975	LyCy-5	70	18986
0.025	TM14-01	70	13249
0.159	TM14-01	70	14173
0.5	TM14-01	70	15142
0.841	TM14-01	70	16120
0.975	TM14-01	70	17071
0.025	TM14-02	70	12238
0.159	TM14-02	70	13094
0.5	TM14-02	70	13992
0.841	TM14-02	70	14899
0.975	TM14-02	70	15782
0.025	TM14-03	70	12854
0.159	TM14-03	70	13754
0.5	TM14-03	70	14692
0.841	TM14-03	70	15635
0.975	TM14-03	70	16548
0.025	TM14-04	70	12012
0.159	TM14-04	70	12841
0.5	TM14-04	70	13710
0.841	TM14-04	70	14589
0.975	TM14-04	70	15444
0.025	TM14-05	70	11770
0.159	TM14-05	70	12623
0.5	TM14-05	70	13515
0.841	TM14-05	70	14414
0.975	TM14-05	70	15289
0.025	TM14-06	70	12266
0.159	TM14-06	70	13133
0.5	TM14-06	70	14044
0.841	TM14-06	70	14968
0.975	TM14-06	70	15873
0.025	TM14-07	70	13857
0.159	TM14-07	70	14829
0.5	TM14-07	70	15848
0.841	TM14-07	70	16881
0.975	TM14-07	70	17891
0.025	TM14-11	70	12011
0.159	TM14-11	70	12874
0.5	TM14-11	70	13783
0.841	TM14-11	70	14708
0.975	TM14-11	70	15616
0.025	TM14-12	70	13383
0.159	TM14-12	70	14315
0.5	TM14-12	70	15290
0.841	TM14-12	70	16273
0.975	TM14-12	70	17230
0.025	TM14-13	70	19179
0.159	TM14-13	70	20568
0.5	TM14-13	70	22032
0.841	TM14-13	70	23523
0.975	TM14-13	70	24990
0.025	TM14-15	70	13001
0.159	TM14-15	70	13892
0.5	TM14-15	70	14822
0.841	TM14-15	70	15758
0.975	TM14-15	70	16664
0.025	TM14-16	70	11693
0.159	TM14-16	70	12517
0.5	TM14-16	70	13379
0.841	TM14-16	70	14249
0.975	TM14-16	70	15093
0.025	TM14-17	70	12804
0.159	TM14-17	70	13688
0.5	TM14-17	70	14611
0.841	TM14-17	70	15539
0.975	TM14-17	70	16437
0.025	TM14-18	70	13087
0.159	TM14-18	70	13980
0.5	TM14-18	70	14910
0.841	TM14-18	70	15843
0.975	TM14-18	70	16745
0.025	UpLy-12-10	70	12075
0.159	UpLy-12-10	70	12932
0.5	UpLy-12-10	70	13838
0.841	UpLy-12-10	70	14762
0.975	UpLy-12-10	70	15674
0.025	C2-Boulder1	72	13023
0.159	C2-Boulder1	72	13923
0.5	C2-Boulder1	72	14868
0.841	C2-Boulder1	72	15824
0.975	C2-Boulder1	72	16758
0.025	C2-Boulder2	72	12826
0.159	C2-Boulder2	72	13771
0.5	C2-Boulder2	72	14766
0.841	C2-Boulder2	72	15776
0.975	C2-Boulder2	72	16765
0.025	LoLy-11-08	72	12556
0.159	LoLy-11-08	72	13475
0.5	LoLy-11-08	72	14437
0.841	LoLy-11-08	72	15410
0.975	LoLy-11-08	72	16358
0.025	LyCy-1	72	11656
0.159	LyCy-1	72	12639
0.5	LyCy-1	72	13674
0.841	LyCy-1	72	14721
0.975	LyCy-1	72	15744
0.025	LyCy-3	72	14253
0.159	LyCy-3	72	15448
0.5	LyCy-3	72	16700
0.841	LyCy-3	72	17962
0.975	LyCy-3	72	19191
0.025	LyCy-4	72	12976
0.159	LyCy-4	72	14178
0.5	LyCy-4	72	15433
0.841	LyCy-4	72	16697
0.975	LyCy-4	72	17925
0.025	LyCy-5	72	14471
0.159	LyCy-5	72	15585
0.5	LyCy-5	72	16751
0.841	LyCy-5	72	17930
0.975	LyCy-5	72	19077
0.025	TM14-01	72	13295
0.159	TM14-01	72	14222
0.5	TM14-01	72	15192
0.841	TM14-01	72	16170
0.975	TM14-01	72	17120
0.025	TM14-02	72	12262
0.159	TM14-02	72	13118
0.5	TM14-02	72	14015
0.841	TM14-02	72	14921
0.975	TM14-02	72	15803
0.025	TM14-03	72	12869
0.159	TM14-03	72	13770
0.5	TM14-03	72	14710
0.841	TM14-03	72	15654
0.975	TM14-03	72	16568
0.025	TM14-04	72	12032
0.159	TM14-04	72	12865
0.5	TM14-04	72	13739
0.841	TM14-04	72	14622
0.975	TM14-04	72	15484
0.025	TM14-05	72	11799
0.159	TM14-05	72	12655
0.5	TM14-05	72	13552
0.841	TM14-05	72	14456
0.975	TM14-05	72	15337
0.025	TM14-06	72	12279
0.159	TM14-06	72	13149
0.5	TM14-06	72	14065
0.841	TM14-06	72	14997
0.975	TM14-06	72	15911
0.025	TM14-07	72	13870
0.159	TM14-07	72	14845
0.5	TM14-07	72	15868
0.841	TM14-07	72	16906
0.975	TM14-07	72	17922
0.025	TM14-11	72	12045
0.159	TM14-11	72	12911
0.5	TM14-11	72	13823
0.841	TM14-11	72	14751
0.975	TM14-11	72	15661
0.025	TM14-12	72	13389
0.159	TM14-12	72	14322
0.5	TM14-12	72	15296
0.841	TM14-12	72	16278
0.975	TM14-12	72	17233
0.025	TM14-13	72	19217
0.159	TM14-13	72	20617
0.5	TM14-13	72	22096
0.841	TM14-13	72	23604
0.975	TM14-13	72	25094
0.025	TM14-15	72	13009
0.159	TM14-15	72	13900
0.5	TM14-15	72	14830
0.841	TM14-15	72	15766
0.975	TM14-15	72	16673
0.025	TM14-16	72	11716
0.159	TM14-16	72	12541
0.5	TM14-16	72	13404
0.841	TM14-16	72	14273
0.975	TM14-16	72	15117
0.025	TM14-17	72	12836
0.159	TM14-17	72	13725
0.5	TM14-17	72	14652
0.841	TM14-17	72	15585
0.975	TM14-17	72	16489
0.025	TM14-18	72	13100
0.159	TM14-18	72	13994
0.5	TM14-18	72	14926
0.841	TM14-18	72	15861
0.975	TM14-18	72	16766
0.025	UpLy-12-10	72	12113
0.159	UpLy-12-10	72	12973
0.5	UpLy-12-10	72	13881
0.841	UpLy-12-10	72	14808
0.975	UpLy-12-10	72	15723
0.025	C2-Boulder1	73	13046
0.159	C2-Boulder1	73	13947
0.5	C2-Boulder1	73	14893
0.841	C2-Boulder1	73	15851
0.975	C2-Boulder1	73	16786
0.025	C2-Boulder2	73	12852
0.159	C2-Boulder2	73	13802
0.5	C2-Boulder2	73	14802
0.841	C2-Boulder2	73	15817
0.975	C2-Boulder2	73	16809
0.025	LoLy-11-08	73	12558
0.159	LoLy-11-08	73	13475
0.5	LoLy-11-08	73	14436
0.841	LoLy-11-08	73	15407
0.975	LoLy-11-08	73	16353
0.025	LyCy-1	73	11673
0.159	LyCy-1	73	12663
0.5	LyCy-1	73	13705
0.841	LyCy-1	73	14760
0.975	LyCy-1	73	15791
0.025	LyCy-3	73	14264
0.159	LyCy-3	73	15462
0.5	LyCy-3	73	16717
0.841	LyCy-3	73	17985
0.975	LyCy-3	73	19220
0.025	LyCy-4	73	12991
0.159	LyCy-4	73	14196
0.5	LyCy-4	73	15455
0.841	LyCy-4	73	16724
0.975	LyCy-4	73	17957
0.025	LyCy-5	73	14496
0.159	LyCy-5	73	15611
0.5	LyCy-5	73	16778
0.841	LyCy-5	73	17959
0.975	LyCy-5	73	19112
0.025	TM14-01	73	13315
0.159	TM14-01	73	14245
0.5	TM14-01	73	15219
0.841	TM14-01	73	16203
0.975	TM14-01	73	17163
0.025	TM14-02	73	12258
0.159	TM14-02	73	13116
0.5	TM14-02	73	14015
0.841	TM14-02	73	14923
0.975	TM14-02	73	15807
0.025	TM14-03	73	12849
0.159	TM14-03	73	13750
0.5	TM14-03	73	14689
0.841	TM14-03	73	15633
0.975	TM14-03	73	16545
0.025	TM14-04	73	12070
0.159	TM14-04	73	12903
0.5	TM14-04	73	13776
0.841	TM14-04	73	14657
0.975	TM14-04	73	15515
0.025	TM14-05	73	11813
0.159	TM14-05	73	12669
0.5	TM14-05	73	13565
0.841	TM14-05	73	14469
0.975	TM14-05	73	15348
0.025	TM14-06	73	12297
0.159	TM14-06	73	13166
0.5	TM14-06	73	14080
0.841	TM14-06	73	15005
0.975	TM14-06	73	15909
0.025	TM14-07	73	13877
0.159	TM14-07	73	14852
0.5	TM14-07	73	15877
0.841	TM14-07	73	16917
0.975	TM14-07	73	17936
0.025	TM14-11	73	12067
0.159	TM14-11	73	12935
0.5	TM14-11	73	13850
0.841	TM14-11	73	14780
0.975	TM14-11	73	15695
0.025	TM14-12	73	13390
0.159	TM14-12	73	14323
0.5	TM14-12	73	15297
0.841	TM14-12	73	16281
0.975	TM14-12	73	17239
0.025	TM14-13	73	19245
0.159	TM14-13	73	20642
0.5	TM14-13	73	22115
0.841	TM14-13	73	23616
0.975	TM14-13	73	25095
0.025	TM14-15	73	13019
0.159	TM14-15	73	13912
0.5	TM14-15	73	14844
0.841	TM14-15	73	15782
0.975	TM14-15	73	16692
0.025	TM14-16	73	11727
0.159	TM14-16	73	12552
0.5	TM14-16	73	13417
0.841	TM14-16	73	14289
0.975	TM14-16	73	15139
0.025	TM14-17	73	12854
0.159	TM14-17	73	13743
0.5	TM14-17	73	14671
0.841	TM14-17	73	15604
0.975	TM14-17	73	16509
0.025	TM14-18	73	13107
0.159	TM14-18	73	14002
0.5	TM14-18	73	14935
0.841	TM14-18	73	15870
0.975	TM14-18	73	16774
0.025	UpLy-12-10	73	12146
0.159	UpLy-12-10	73	13009
0.5	UpLy-12-10	73	13919
0.841	UpLy-12-10	73	14849
0.975	UpLy-12-10	73	15767
0.025	C2-Boulder1	75	13049
0.159	C2-Boulder1	75	13951
0.5	C2-Boulder1	75	14898
0.841	C2-Boulder1	75	15857
0.975	C2-Boulder1	75	16793
0.025	C2-Boulder2	75	12875
0.159	C2-Boulder2	75	13826
0.5	C2-Boulder2	75	14827
0.841	C2-Boulder2	75	15843
0.975	C2-Boulder2	75	16837
0.025	LoLy-11-08	75	12552
0.159	LoLy-11-08	75	13470
0.5	LoLy-11-08	75	14431
0.841	LoLy-11-08	75	15402
0.975	LoLy-11-08	75	16349
0.025	LyCy-1	75	11720
0.159	LyCy-1	75	12713
0.5	LyCy-1	75	13757
0.841	LyCy-1	75	14815
0.975	LyCy-1	75	15848
0.025	LyCy-3	75	14324
0.159	LyCy-3	75	15527
0.5	LyCy-3	75	16786
0.841	LyCy-3	75	18057
0.975	LyCy-3	75	19295
0.025	LyCy-4	75	13025
0.159	LyCy-4	75	14232
0.5	LyCy-4	75	15494
0.841	LyCy-4	75	16767
0.975	LyCy-4	75	18006
0.025	LyCy-5	75	14516
0.159	LyCy-5	75	15634
0.5	LyCy-5	75	16806
0.841	LyCy-5	75	17991
0.975	LyCy-5	75	19146
0.025	TM14-01	75	13364
0.159	TM14-01	75	14297
0.5	TM14-01	75	15274
0.841	TM14-01	75	16260
0.975	TM14-01	75	17220
0.025	TM14-02	75	12292
0.159	TM14-02	75	13150
0.5	TM14-02	75	14049
0.841	TM14-02	75	14958
0.975	TM14-02	75	15842
0.025	TM14-03	75	12853
0.159	TM14-03	75	13753
0.5	TM14-03	75	14692
0.841	TM14-03	75	15634
0.975	TM14-03	75	16546
0.025	TM14-04	75	12098
0.159	TM14-04	75	12935
0.5	TM14-04	75	13813
0.841	TM14-04	75	14701
0.975	TM14-04	75	15567
0.025	TM14-05	75	11833
0.159	TM14-05	75	12693
0.5	TM14-05	75	13594
0.841	TM14-05	75	14504
0.975	TM14-05	75	15390
0.025	TM14-06	75	12301
0.159	TM14-06	75	13172
0.5	TM14-06	75	14088
0.841	TM14-06	75	15017
0.975	TM14-06	75	15927
0.025	TM14-07	75	13893
0.159	TM14-07	75	14871
0.5	TM14-07	75	15897
0.841	TM14-07	75	16937
0.975	TM14-07	75	17956
0.025	TM14-11	75	12096
0.159	TM14-11	75	12968
0.5	TM14-11	75	13888
0.841	TM14-11	75	14824
0.975	TM14-11	75	15744
0.025	TM14-12	75	13406
0.159	TM14-12	75	14341
0.5	TM14-12	75	15320
0.841	TM14-12	75	16308
0.975	TM14-12	75	17273
0.025	TM14-13	75	19269
0.159	TM14-13	75	20670
0.5	TM14-13	75	22147
0.841	TM14-13	75	23654
0.975	TM14-13	75	25140
0.025	TM14-15	75	13056
0.159	TM14-15	75	13952
0.5	TM14-15	75	14888
0.841	TM14-15	75	15831
0.975	TM14-15	75	16745
0.025	TM14-16	75	11760
0.159	TM14-16	75	12588
0.5	TM14-16	75	13455
0.841	TM14-16	75	14329
0.975	TM14-16	75	15179
0.025	TM14-17	75	12878
0.159	TM14-17	75	13769
0.5	TM14-17	75	14699
0.841	TM14-17	75	15636
0.975	TM14-17	75	16544
0.025	TM14-18	75	13112
0.159	TM14-18	75	14009
0.5	TM14-18	75	14943
0.841	TM14-18	75	15881
0.975	TM14-18	75	16789
0.025	UpLy-12-10	75	12168
0.159	UpLy-12-10	75	13034
0.5	UpLy-12-10	75	13949
0.841	UpLy-12-10	75	14881
0.975	UpLy-12-10	75	15799
0.025	C2-Boulder1	77	13047
0.159	C2-Boulder1	77	13949
0.5	C2-Boulder1	77	14896
0.841	C2-Boulder1	77	15854
0.975	C2-Boulder1	77	16789
0.025	C2-Boulder2	77	12922
0.159	C2-Boulder2	77	13876
0.5	C2-Boulder2	77	14880
0.841	C2-Boulder2	77	15898
0.975	C2-Boulder2	77	16894
0.025	LoLy-11-08	77	12556
0.159	LoLy-11-08	77	13475
0.5	LoLy-11-08	77	14438
0.841	LoLy-11-08	77	15411
0.975	LoLy-11-08	77	16359
0.025	LyCy-1	77	11764
0.159	LyCy-1	77	12760
0.5	LyCy-1	77	13809
0.841	LyCy-1	77	14872
0.975	LyCy-1	77	15911
0.025	LyCy-3	77	14373
0.159	LyCy-3	77	15582
0.5	LyCy-3	77	16847
0.841	LyCy-3	77	18125
0.975	LyCy-3	77	19371
0.025	LyCy-4	77	13066
0.159	LyCy-4	77	14278
0.5	LyCy-4	77	15546
0.841	LyCy-4	77	16826
0.975	LyCy-4	77	18072
0.025	LyCy-5	77	14565
0.159	LyCy-5	77	15688
0.5	LyCy-5	77	16867
0.841	LyCy-5	77	18058
0.975	LyCy-5	77	19222
0.025	TM14-01	77	13401
0.159	TM14-01	77	14339
0.5	TM14-01	77	15321
0.841	TM14-01	77	16313
0.975	TM14-01	77	17278
0.025	TM14-02	77	12306
0.159	TM14-02	77	13168
0.5	TM14-02	77	14071
0.841	TM14-02	77	14985
0.975	TM14-02	77	15875
0.025	TM14-03	77	12857
0.159	TM14-03	77	13758
0.5	TM14-03	77	14697
0.841	TM14-03	77	15640
0.975	TM14-03	77	16552
0.025	TM14-04	77	12113
0.159	TM14-04	77	12954
0.5	TM14-04	77	13836
0.841	TM14-04	77	14728
0.975	TM14-04	77	15597
0.025	TM14-05	77	11868
0.159	TM14-05	77	12728
0.5	TM14-05	77	13630
0.841	TM14-05	77	14540
0.975	TM14-05	77	15425
0.025	TM14-06	77	12328
0.159	TM14-06	77	13200
0.5	TM14-06	77	14117
0.841	TM14-06	77	15047
0.975	TM14-06	77	15955
0.025	TM14-07	77	13920
0.159	TM14-07	77	14900
0.5	TM14-07	77	15928
0.841	TM14-07	77	16971
0.975	TM14-07	77	17992
0.025	TM14-11	77	12121
0.159	TM14-11	77	12994
0.5	TM14-11	77	13915
0.841	TM14-11	77	14852
0.975	TM14-11	77	15773
0.025	TM14-12	77	13416
0.159	TM14-12	77	14350
0.5	TM14-12	77	15327
0.841	TM14-12	77	16312
0.975	TM14-12	77	17272
0.025	TM14-13	77	19317
0.159	TM14-13	77	20722
0.5	TM14-13	77	22205
0.841	TM14-13	77	23718
0.975	TM14-13	77	25211
0.025	TM14-15	77	13081
0.159	TM14-15	77	13979
0.5	TM14-15	77	14917
0.841	TM14-15	77	15862
0.975	TM14-15	77	16779
0.025	TM14-16	77	11791
0.159	TM14-16	77	12621
0.5	TM14-16	77	13491
0.841	TM14-16	77	14367
0.975	TM14-16	77	15220
0.025	TM14-17	77	12898
0.159	TM14-17	77	13792
0.5	TM14-17	77	14726
0.841	TM14-17	77	15667
0.975	TM14-17	77	16579
0.025	TM14-18	77	13127
0.159	TM14-18	77	14025
0.5	TM14-18	77	14962
0.841	TM14-18	77	15902
0.975	TM14-18	77	16813
0.025	UpLy-12-10	77	12212
0.159	UpLy-12-10	77	13081
0.5	UpLy-12-10	77	13999
0.841	UpLy-12-10	77	14937
0.975	UpLy-12-10	77	15862
0.025	C2-Boulder1	78	13066
0.159	C2-Boulder1	78	13970
0.5	C2-Boulder1	78	14920
0.841	C2-Boulder1	78	15880
0.975	C2-Boulder1	78	16818
0.025	C2-Boulder2	78	12940
0.159	C2-Boulder2	78	13893
0.5	C2-Boulder2	78	14895
0.841	C2-Boulder2	78	15913
0.975	C2-Boulder2	78	16909
0.025	LoLy-11-08	78	12556
0.159	LoLy-11-08	78	13475
0.5	LoLy-11-08	78	14436
