Date	SWE_Inches
1930-02-01	11.3
1930-03-01	17.1
1930-04-01	25.6
1930-06-01	
1931-02-01	16.4
1931-03-01	22.3
1931-04-01	24.1
1931-05-01	
1932-02-01	47.5
1932-03-01	60.4
1932-04-01	52.1
1932-05-01	
1933-02-01	21.8
1933-03-01	0
1933-04-01	37
1933-06-01	0
1934-02-01	16.4
1934-03-01	29
1934-04-01	13.1
1935-02-01	29.9
1935-03-01	32.9
1935-04-01	43.7
1935-05-01	31.8
1936-02-01	17.9
1936-03-01	43.4
1936-04-01	43.3
1936-05-01	32.6
1937-02-01	23.8
1937-03-01	45.9
1937-04-01	46.7
1938-02-01	15
1938-04-01	62.2
1939-02-01	
1939-03-01	19.5
1939-04-01	22.6
1940-02-01	16.7
1940-03-01	34.8
1940-04-01	39.7
1940-05-01	16.9
1941-02-01	28.8
1941-03-01	48.1
1941-04-01	45.6
1941-05-01	39.8
1942-02-01	29.2
1942-03-01	39.4
1942-04-01	41.2
1942-05-01	41.4
1943-02-01	15.7
1943-03-01	25.6
1943-04-01	27.9
1944-02-01	15.5
1944-04-01	32.8
1944-05-01	35.9
1945-02-01	11.8
1945-03-01	22.6
1945-04-01	37.9
1945-05-01	30
1946-02-01	22.2
1946-03-01	27.6
1946-04-01	34.7
1946-05-01	4.8
1947-02-01	17.5
1947-03-01	16.4
1947-04-01	19.9
1947-05-01	0
1948-02-01	0
1948-03-01	6.9
1948-04-01	22
1948-05-01	32.9
1949-02-01	21.9
1949-03-01	29.5
1949-04-01	47.2
1949-05-01	25.9
1950-02-01	23.4
1950-03-01	31.9
1950-04-01	36.3
1950-05-01	23.5
1951-02-01	9.2
1951-03-01	14.2
1951-04-01	14.1
1951-05-01	2.5
1952-02-01	46.9
1952-03-01	51.9
1952-04-01	73.9
1952-05-01	55.7
1953-02-01	29.7
1953-03-01	33.5
1953-04-01	31.5
1953-05-01	15.3
1954-02-01	15.2
1954-03-01	25.8
1954-04-01	34.2
1954-05-01	24.7
1955-02-01	19.2
1955-03-01	26.8
1955-04-01	19.6
1955-05-01	17
1956-02-01	33.8
1956-03-01	42.2
1956-04-01	35.2
1956-05-01	31.2
1957-02-01	10.8
1957-03-01	18.9
1957-04-01	26.8
1957-05-01	16.6
1958-02-01	13.4
1958-03-01	31.3
1958-04-01	53.1
1958-05-01	59.1
1959-02-01	6.8
1959-03-01	21.6
1959-04-01	17.9
1959-05-01	1.7
1960-02-01	13.3
1960-03-01	26.2
1960-04-01	26.1
1960-05-01	10.6
1961-02-01	9.7
1961-03-01	10.7
1961-04-01	15.4
1961-05-01	0
1962-02-01	18.7
1962-03-01	46
1962-04-01	59
1962-05-01	32.4
1963-03-01	1.4
1963-04-01	11
1963-05-01	19.7
1964-02-01	15.1
1964-03-01	13.9
1964-04-01	18.9
1964-05-01	8.9
1965-01-01	
1965-02-01	35
1965-03-01	39.6
1965-04-01	39.2
1965-05-01	35.1
1966-02-01	23.1
1966-03-01	26.5
1966-04-01	21.2
1966-05-01	0
1967-02-01	22.7
1967-03-01	23.9
1967-04-01	30.9
1967-05-01	51.3
1967-06-01	
1968-02-01	17.6
1968-03-01	22.6
1968-04-01	19.9
1968-05-01	0
1969-02-01	41.1
1969-03-01	51.2
1969-04-01	66.7
1969-05-01	58.4
1969-06-01	
1970-02-01	
1970-03-01	
1970-04-01	
1970-05-01	13.8
1971-02-01	30.8
1971-03-01	29.3
1971-04-01	30.5
1971-05-01	17.5
1972-02-01	25.1
1972-03-01	28.6
1972-04-01	16
1972-05-01	0
1973-02-01	28.5
1973-03-01	45.9
1973-04-01	53.5
1973-05-01	44.8
1974-02-01	23
1974-03-01	24.6
1974-04-01	36.1
1974-05-01	33.9
1975-02-01	14.2
1975-03-01	38.8
1975-04-01	49.2
1975-05-01	58
1975-06-01	
1976-02-01	0.1
1976-03-01	8.4
1976-04-01	10.2
1976-05-01	3.5
1977-02-01	4.6
1977-03-01	5.1
1977-04-01	8
1977-05-01	0
1978-02-01	30.8
1978-03-01	49.9
1978-04-01	57.4
1978-05-01	68.5
1979-02-01	
1979-03-01	38.1
1979-04-01	44.8
1979-05-01	33.5
1980-02-01	19.7
1980-03-01	41.3
1980-04-01	44.2
1980-05-01	40.1
1981-02-01	9.5
1981-03-01	
1981-04-01	
1981-05-01	12.3
1982-02-01	25.7
1982-03-01	24.7
1982-04-01	36.5
1982-05-01	36.6
1983-02-01	44.3
1983-03-01	61
1983-04-01	73.7
1983-05-01	86.1
1983-06-01	
1984-01-01	0
1984-02-01	16.2
1984-03-01	23.1
