Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
TM14-11--1	Be-10 (qtz)	13068	266	1096	12849	262	1026	12937	263	829	--	--	--
													
TM14-11--2	Be-10 (qtz)	13077	267	1098	12859	262	1027	12946	264	830	--	--	--
													
TM14-11--3	Be-10 (qtz)	12898	261	1074	12642	256	1002	12722	257	809	--	--	--
													
TM14-11--4	Be-10 (qtz)	12863	258	1062	12597	253	991	12671	254	800	--	--	--
													
TM14-11--5	Be-10 (qtz)	12737	253	1041	12435	247	968	12490	248	780	--	--	--
													
TM14-11--6	Be-10 (qtz)	13135	266	1094	12925	261	1025	13006	263	827	--	--	--
													
TM14-11--7	Be-10 (qtz)	12952	263	1084	12712	258	1013	12793	260	818	--	--	--
													
TM14-11--8	Be-10 (qtz)	12889	256	1056	12633	251	985	12707	253	795	--	--	--
													
TM14-11--9	Be-10 (qtz)	12626	251	1032	12284	244	957	12322	245	770	--	--	--
													
TM14-11--10	Be-10 (qtz)	12730	253	1040	12425	247	967	12478	248	779	--	--	--
													
TM14-11--11	Be-10 (qtz)	13154	265	1091	12946	261	1022	13022	262	825	--	--	--
													
TM14-11--12	Be-10 (qtz)	12864	256	1055	12601	251	984	12674	253	794	--	--	--
													
TM14-11--13	Be-10 (qtz)	12686	252	1036	12367	245	962	12415	246	775	--	--	--
													
TM14-11--14	Be-10 (qtz)	12892	260	1070	12634	255	998	12711	256	806	--	--	--
													
TM14-11--15	Be-10 (qtz)	12928	261	1075	12683	256	1004	12765	258	811	--	--	--
													
TM14-11--16	Be-10 (qtz)	12878	256	1052	12620	250	982	12693	252	792	--	--	--
													
TM14-11--17	Be-10 (qtz)	12812	255	1050	12533	249	978	12600	251	789	--	--	--
													
TM14-11--18	Be-10 (qtz)	12792	256	1054	12505	250	981	12569	251	791	--	--	--
													
TM14-11--19	Be-10 (qtz)	12968	261	1074	12736	256	1004	12815	258	811	--	--	--
													
TM14-11--20	Be-10 (qtz)	12864	258	1062	12599	253	990	12673	254	799	--	--	--
													
TM14-11--21	Be-10 (qtz)	12929	257	1058	12687	252	989	12769	254	799	--	--	--
													
TM14-11--22	Be-10 (qtz)	13027	264	1088	12804	260	1018	12887	261	822	--	--	--
													
TM14-11--23	Be-10 (qtz)	12755	256	1052	12456	250	979	12514	251	789	--	--	--
													
TM14-11--24	Be-10 (qtz)	13136	266	1094	12926	261	1025	13008	263	828	--	--	--
													
TM14-11--25	Be-10 (qtz)	12693	252	1037	12377	246	963	12425	247	776	--	--	--
													
TM14-11--26	Be-10 (qtz)	12925	262	1078	12678	257	1006	12762	258	813	--	--	--
													
TM14-11--27	Be-10 (qtz)	12718	255	1048	12408	248	973	12460	249	784	--	--	--
													
TM14-11--28	Be-10 (qtz)	12761	253	1043	12465	247	970	12522	248	782	--	--	--
													
TM14-11--29	Be-10 (qtz)	12885	259	1067	12626	254	996	12702	255	804	--	--	--
													
TM14-11--30	Be-10 (qtz)	12884	261	1073	12624	255	1000	12702	257	808	--	--	--
													
TM14-11--31	Be-10 (qtz)	12842	256	1054	12571	251	982	12640	252	792	--	--	--
													
TM14-11--32	Be-10 (qtz)	12801	256	1054	12517	250	981	12581	251	791	--	--	--
													
TM14-11--33	Be-10 (qtz)	13084	266	1096	12867	262	1026	12956	263	829	--	--	--
													
TM14-11--34	Be-10 (qtz)	13137	264	1088	12928	260	1019	13008	262	823	--	--	--
													
TM14-11--35	Be-10 (qtz)	12835	257	1056	12561	251	985	12630	252	794	--	--	--
													
TM14-11--36	Be-10 (qtz)	12897	262	1077	12640	256	1005	12719	258	811	--	--	--
													
TM14-11--37	Be-10 (qtz)	12769	254	1045	12476	248	972	12535	249	784	--	--	--
													
TM14-11--38	Be-10 (qtz)	12952	263	1083	12713	258	1012	12794	260	817	--	--	--
													
TM14-11--39	Be-10 (qtz)	12893	261	1075	12636	256	1003	12715	257	810	--	--	--
													
TM14-11--40	Be-10 (qtz)	12981	264	1087	12751	259	1017	12829	261	821	--	--	--
													
TM14-11--41	Be-10 (qtz)	12652	251	1034	12321	245	959	12367	245	772	--	--	--
													
TM14-11--42	Be-10 (qtz)	13161	266	1095	12954	262	1026	13031	263	828	--	--	--
													
TM14-11--43	Be-10 (qtz)	12768	253	1043	12475	248	971	12533	249	782	--	--	--
													
