Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
TM14-02--1	Be-10 (qtz)	13687	233	1110	13471	230	1039	13531	231	834	--	--	--
													
TM14-02--2	Be-10 (qtz)	13911	237	1128	13696	234	1057	13756	235	848	--	--	--
													
TM14-02--3	Be-10 (qtz)	13706	234	1111	13492	230	1041	13552	231	835	--	--	--
													
TM14-02--4	Be-10 (qtz)	13129	224	1064	12918	220	997	12961	221	798	--	--	--
													
TM14-02--5	Be-10 (qtz)	13517	231	1096	13299	227	1026	13341	228	822	--	--	--
													
TM14-02--6	Be-10 (qtz)	13673	233	1109	13457	230	1038	13515	231	833	--	--	--
													
TM14-02--7	Be-10 (qtz)	13354	228	1083	13138	224	1014	13176	225	812	--	--	--
													
TM14-02--8	Be-10 (qtz)	13489	230	1094	13271	226	1024	13316	227	820	--	--	--
													
TM14-02--9	Be-10 (qtz)	13391	228	1086	13173	225	1016	13210	225	814	--	--	--
													
TM14-02--10	Be-10 (qtz)	13748	235	1115	13535	231	1044	13595	232	838	--	--	--
													
TM14-02--11	Be-10 (qtz)	13216	225	1072	13007	222	1004	13044	222	803	--	--	--
													
TM14-02--12	Be-10 (qtz)	13318	227	1080	13103	223	1011	13138	224	809	--	--	--
													
TM14-02--13	Be-10 (qtz)	13811	236	1120	13598	232	1049	13656	233	841	--	--	--
													
TM14-02--14	Be-10 (qtz)	13623	232	1105	13405	229	1034	13456	230	829	--	--	--
													
TM14-02--15	Be-10 (qtz)	13421	229	1088	13203	225	1019	13243	226	816	--	--	--
													
TM14-02--16	Be-10 (qtz)	13452	229	1091	13234	226	1021	13276	226	818	--	--	--
													
TM14-02--17	Be-10 (qtz)	13815	236	1120	13602	232	1050	13658	233	841	--	--	--
													
TM14-02--18	Be-10 (qtz)	13178	225	1068	12971	221	1001	13011	222	801	--	--	--
													
TM14-02--19	Be-10 (qtz)	13105	224	1062	12891	220	995	12931	221	797	--	--	--
													
TM14-02--20	Be-10 (qtz)	13628	232	1105	13411	229	1035	13462	230	829	--	--	--
													
TM14-02--21	Be-10 (qtz)	13574	232	1101	13355	228	1030	13403	229	826	--	--	--
													
TM14-02--22	Be-10 (qtz)	13563	231	1100	13344	228	1030	13394	228	825	--	--	--
													
TM14-02--23	Be-10 (qtz)	13725	234	1113	13511	230	1043	13574	232	836	--	--	--
													
TM14-02--24	Be-10 (qtz)	13825	236	1121	13612	232	1050	13668	233	842	--	--	--
													
TM14-02--25	Be-10 (qtz)	13701	234	1111	13486	230	1041	13546	231	835	--	--	--
													
TM14-02--26	Be-10 (qtz)	13778	235	1117	13566	231	1047	13628	232	840	--	--	--
													
TM14-02--27	Be-10 (qtz)	13780	235	1117	13568	231	1047	13628	232	840	--	--	--
													
TM14-02--28	Be-10 (qtz)	13687	233	1110	13472	230	1040	13529	231	833	--	--	--
													
TM14-02--29	Be-10 (qtz)	13598	232	1103	13379	228	1032	13429	229	827	--	--	--
													
TM14-02--30	Be-10 (qtz)	13399	229	1086	13181	225	1017	13221	225	814	--	--	--
													
TM14-02--31	Be-10 (qtz)	13682	233	1109	13467	230	1039	13522	231	833	--	--	--
													
TM14-02--32	Be-10 (qtz)	13708	234	1111	13493	230	1041	13556	231	835	--	--	--
													
TM14-02--33	Be-10 (qtz)	13481	230	1093	13262	226	1023	13306	227	820	--	--	--
													
TM14-02--34	Be-10 (qtz)	13507	230	1095	13288	227	1025	13331	227	821	--	--	--
													
TM14-02--35	Be-10 (qtz)	13643	233	1106	13426	229	1036	13477	230	830	--	--	--
													
TM14-02--36	Be-10 (qtz)	13379	228	1085	13161	224	1015	13200	225	813	--	--	--
													
TM14-02--37	Be-10 (qtz)	13459	230	1091	13241	226	1022	13281	227	818	--	--	--
													
TM14-02--38	Be-10 (qtz)	14081	240	1142	13873	237	1071	13958	238	860	--	--	--
													
TM14-02--39	Be-10 (qtz)	13589	232	1102	13370	228	1032	13417	229	827	--	--	--
													
TM14-02--40	Be-10 (qtz)	13972	238	1133	13756	235	1061	13830	236	852	--	--	--
													
TM14-02--41	Be-10 (qtz)	13423	229	1088	13205	225	1019	13248	226	816	--	--	--
													
TM14-02--42	Be-10 (qtz)	13705	234	1111	13490	230	1041	13548	231	835	--	--	--
													
TM14-02--43	Be-10 (qtz)	13752	235	1115	13539	231	1045	13597	232	838	--	--	--
													
TM14-02--44	Be-10 (qtz)	13698	234	1111	13483	230	1040	13545	231	835	--	--	--
													
TM14-02--45	Be-10 (qtz)	13762	235	1116	13549	231	1046	13614	232	839	--	--	--
													
TM14-02--46	Be-10 (qtz)	13449	229	1090	13231	226	1021	13276	226	818	--	--	--
													
TM14-02--47	Be-10 (qtz)	13601	232	1103	13382	228	1033	13436	229	828	--	--	--
													
TM14-02--48	Be-10 (qtz)	13622	232	1105	13404	229	1034	13457	230	829	--	--	--
													
TM14-02--49	Be-10 (qtz)	13528	231	1097	13309	227	1027	13354	228	823	--	--	--
													
TM14-02--50	Be-10 (qtz)	13706	234	1111	13492	230	1041	13549	231	835	--	--	--
													
TM14-02--51	Be-10 (qtz)	13508	230	1095	13290	227	1025	13336	227	822	--	--	--
													
TM14-02--52	Be-10 (qtz)	13677	233	1109	13461	230	1039	13518	231	833	--	--	--
													
TM14-02--53	Be-10 (qtz)	13398	229	1086	13180	225	1017	13224	226	815	--	--	--
													
TM14-02--54	Be-10 (qtz)	13519	231	1096	13300	227	1026	13343	228	822	--	--	--
													
TM14-02--55	Be-10 (qtz)	13469	230	1092	13251	226	1022	13299	227	819	--	--	--
													
TM14-02--56	Be-10 (qtz)	13330	227	1081	13115	224	1012	13152	224	810	--	--	--
													
TM14-02--57	Be-10 (qtz)	13871	237	1125	13657	233	1054	13718	234	845	--	--	--
													
TM14-02--58	Be-10 (qtz)	13794	235	1119	13581	232	1048	13637	233	840	--	--	--
													
TM14-02--59	Be-10 (qtz)	13482	230	1093	13264	226	1023	13304	227	820	--	--	--
													
TM14-02--60	Be-10 (qtz)	13481	230	1093	13263	226	1023	13305	227	820	--	--	--
													
TM14-02--61	Be-10 (qtz)	13713	234	1112	13499	230	1042	13559	231	835	--	--	--
													
TM14-02--62	Be-10 (qtz)	13614	232	1104	13396	228	1034	13450	229	829	--	--	--
													
TM14-02--63	Be-10 (qtz)	13626	232	1105	13408	229	1035	13460	230	829	--	--	--
													
TM14-02--64	Be-10 (qtz)	13542	231	1098	13323	227	1028	13370	228	824	--	--	--
													
TM14-02--65	Be-10 (qtz)	13589	232	1102	13370	228	1032	13417	229	827	--	--	--
													
TM14-02--66	Be-10 (qtz)	13749	235	1115	13536	231	1044	13594	232	838	--	--	--
													
TM14-02--67	Be-10 (qtz)	13193	225	1070	12985	221	1002	13023	222	802	--	--	--
													
TM14-02--68	Be-10 (qtz)	13702	234	1111	13487	230	1041	13546	231	835	--	--	--
													
TM14-02--69	Be-10 (qtz)	13223	226	1072	13013	222	1004	13048	223	804	--	--	--
													
TM14-02--70	Be-10 (qtz)	13416	229	1088	13198	225	1018	13238	226	816	--	--	--
													
TM14-02--71	Be-10 (qtz)	13510	230	1095	13291	227	1026	13336	227	822	--	--	--
													
TM14-02--72	Be-10 (qtz)	13536	231	1098	13318	227	1028	13366	228	823	--	--	--
													
TM14-02--73	Be-10 (qtz)	13233	226	1073	13023	222	1005	13058	223	804	--	--	--
													
TM14-02--74	Be-10 (qtz)	13592	232	1102	13373	228	1032	13422	229	827	--	--	--
													
TM14-02--75	Be-10 (qtz)	13475	230	1093	13257	226	1023	13297	227	819	--	--	--
													
TM14-02--76	Be-10 (qtz)	13498	230	1094	13280	227	1025	13325	227	821	--	--	--
													
TM14-02--77	Be-10 (qtz)	13857	236	1124	13643	233	1053	13706	234	844	--	--	--
													
TM14-02--78	Be-10 (qtz)	13789	235	1118	13576	232	1048	13634	233	840	--	--	--
													
TM14-02--79	Be-10 (qtz)	13691	234	1110	13476	230	1040	13535	231	834	--	--	--
													
TM14-02--80	Be-10 (qtz)	14039	239	1138	13827	236	1067	13910	237	857	--	--	--
													
TM14-02--81	Be-10 (qtz)	13401	229	1087	13183	225	1017	13220	225	814	--	--	--
													
TM14-02--82	Be-10 (qtz)	13241	226	1074	13030	222	1005	13067	223	805	--	--	--
													
TM14-02--83	Be-10 (qtz)	13595	232	1102	13376	228	1032	13426	229	827	--	--	--
													
TM14-02--84	Be-10 (qtz)	13324	227	1080	13109	224	1011	13144	224	810	--	--	--
													
TM14-02--85	Be-10 (qtz)	13559	231	1099	13340	228	1029	13389	228	825	--	--	--
													
TM14-02--86	Be-10 (qtz)	13507	230	1095	13289	227	1025	13337	227	822	--	--	--
													
TM14-02--87	Be-10 (qtz)	13104	223	1062	12890	220	995	12929	220	796	--	--	--
													
TM14-02--88	Be-10 (qtz)	13516	231	1096	13298	227	1026	13347	228	822	--	--	--
													
TM14-02--89	Be-10 (qtz)	13679	233	1109	13464	230	1039	13523	231	833	--	--	--
													
TM14-02--90	Be-10 (qtz)	13602	232	1103	13384	228	1033	13436	229	828	--	--	--
													
TM14-02--91	Be-10 (qtz)	13501	230	1095	13282	227	1025	13326	227	821	--	--	--
													
TM14-02--92	Be-10 (qtz)	13657	233	1107	13441	229	1037	13495	230	831	--	--	--
													
TM14-02--93	Be-10 (qtz)	13551	231	1099	13332	227	1029	13379	228	824	--	--	--
													
TM14-02--94	Be-10 (qtz)	13293	227	1078	13080	223	1009	13120	224	808	--	--	--
													
TM14-02--95	Be-10 (qtz)	13449	229	1090	13231	226	1021	13274	226	818	--	--	--
													
TM14-02--96	Be-10 (qtz)	13677	233	1109	13462	230	1039	13524	231	833	--	--	--
													
TM14-02--97	Be-10 (qtz)	13403	229	1087	13185	225	1017	13227	226	815	--	--	--
													
TM14-02--98	Be-10 (qtz)	13343	228	1082	13127	224	1013	13164	225	811	--	--	--
													
TM14-02--99	Be-10 (qtz)	13388	228	1086	13171	225	1016	13205	225	813	--	--	--
													
TM14-02--100	Be-10 (qtz)	13705	234	1111	13490	230	1041	13551	231	835	--	--	--
													
TM14-02--101	Be-10 (qtz)	13595	232	1102	13377	228	1032	13433	229	828	--	--	--
													
TM14-02--102	Be-10 (qtz)	13393	228	1086	13176	225	1017	13214	225	814	--	--	--
													
TM14-02--103	Be-10 (qtz)	13803	235	1119	13590	232	1049	13647	233	841	--	--	--
													
TM14-02--104	Be-10 (qtz)	13588	232	1102	13369	228	1032	13423	229	827	--	--	--
													
TM14-02--105	Be-10 (qtz)	13414	229	1088	13196	225	1018	13240	226	816	--	--	--
													
TM14-02--106	Be-10 (qtz)	13799	235	1119	13587	232	1048	13651	233	841	--	--	--
													
TM14-02--107	Be-10 (qtz)	13487	230	1094	13269	226	1024	13312	227	820	--	--	--
													
TM14-02--108	Be-10 (qtz)	13778	235	1117	13566	231	1047	13622	232	839	--	--	--
													
TM14-02--109	Be-10 (qtz)	13148	224	1066	12939	221	998	12979	221	799	--	--	--
													
TM14-02--110	Be-10 (qtz)	14023	239	1137	13810	236	1066	13890	237	856	--	--	--
													
TM14-02--111	Be-10 (qtz)	13209	225	1071	13001	222	1003	13035	222	803	--	--	--
													
