Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
TM14-15--1	Be-10 (qtz)	14130	225	1143	13931	222	1072	14065	224	862	--	--	--
													
TM14-15--2	Be-10 (qtz)	14127	225	1142	13927	222	1071	14061	224	862	--	--	--
													
TM14-15--3	Be-10 (qtz)	14030	223	1134	13823	220	1063	13973	222	857	--	--	--
													
TM14-15--4	Be-10 (qtz)	14261	227	1153	14057	224	1081	14184	226	870	--	--	--
													
TM14-15--5	Be-10 (qtz)	13917	221	1125	13706	218	1054	13839	220	848	--	--	--
													
TM14-15--6	Be-10 (qtz)	14105	224	1141	13904	221	1070	14041	223	861	--	--	--
													
TM14-15--7	Be-10 (qtz)	14071	224	1138	13867	221	1067	14009	223	859	--	--	--
													
TM14-15--8	Be-10 (qtz)	13986	223	1131	13775	219	1060	13922	221	854	--	--	--
													
TM14-15--9	Be-10 (qtz)	14090	224	1139	13888	221	1068	14026	223	860	--	--	--
													
TM14-15--10	Be-10 (qtz)	14135	225	1143	13936	222	1072	14069	224	863	--	--	--
													
TM14-15--11	Be-10 (qtz)	14210	226	1149	14010	223	1078	14135	225	867	--	--	--
													
TM14-15--12	Be-10 (qtz)	14032	223	1135	13824	220	1063	13973	222	857	--	--	--
													
TM14-15--13	Be-10 (qtz)	14138	225	1143	13940	222	1072	14070	224	863	--	--	--
													
TM14-15--14	Be-10 (qtz)	14171	225	1146	13973	222	1075	14101	224	865	--	--	--
													
TM14-15--15	Be-10 (qtz)	13987	223	1131	13776	219	1060	13921	221	853	--	--	--
													
TM14-15--16	Be-10 (qtz)	14022	223	1134	13814	220	1063	13965	222	856	--	--	--
													
TM14-15--17	Be-10 (qtz)	14321	228	1158	14112	225	1086	14241	227	873	--	--	--
													
TM14-15--18	Be-10 (qtz)	13924	222	1126	13713	218	1055	13849	220	849	--	--	--
													
TM14-15--19	Be-10 (qtz)	13962	222	1129	13750	219	1058	13895	221	852	--	--	--
													
TM14-15--20	Be-10 (qtz)	14173	225	1146	13975	222	1075	14105	224	865	--	--	--
													
TM14-15--21	Be-10 (qtz)	13912	221	1125	13702	218	1054	13836	220	848	--	--	--
													
TM14-15--22	Be-10 (qtz)	14002	223	1132	13792	219	1061	13940	222	855	--	--	--
													
TM14-15--23	Be-10 (qtz)	13911	221	1125	13700	218	1054	13834	220	848	--	--	--
													
TM14-15--24	Be-10 (qtz)	14205	226	1149	14005	223	1077	14131	225	866	--	--	--
													
TM14-15--25	Be-10 (qtz)	14088	224	1139	13886	221	1068	14025	223	860	--	--	--
													
TM14-15--26	Be-10 (qtz)	14022	223	1134	13814	220	1063	13966	222	856	--	--	--
													
TM14-15--27	Be-10 (qtz)	14296	227	1156	14090	224	1084	14221	226	872	--	--	--
													
TM14-15--28	Be-10 (qtz)	14161	225	1145	13964	222	1074	14093	224	864	--	--	--
													
TM14-15--29	Be-10 (qtz)	14255	227	1153	14052	224	1081	14179	226	869	--	--	--
													
TM14-15--30	Be-10 (qtz)	14165	225	1145	13968	222	1074	14096	224	864	--	--	--
													
TM14-15--31	Be-10 (qtz)	13984	222	1131	13773	219	1059	13920	221	853	--	--	--
													
TM14-15--32	Be-10 (qtz)	14080	224	1139	13877	221	1067	14017	223	859	--	--	--
													
TM14-15--33	Be-10 (qtz)	14013	223	1133	13804	220	1062	13954	222	855	--	--	--
													
TM14-15--34	Be-10 (qtz)	14022	223	1134	13814	220	1063	13965	222	856	--	--	--
													
TM14-15--35	Be-10 (qtz)	14063	224	1137	13858	220	1066	14002	223	858	--	--	--
													
TM14-15--36	Be-10 (qtz)	14043	223	1136	13837	220	1064	13984	222	857	--	--	--
													
TM14-15--37	Be-10 (qtz)	14057	224	1137	13852	220	1066	13996	223	858	--	--	--
													
TM14-15--38	Be-10 (qtz)	13927	222	1126	13716	218	1055	13852	220	849	--	--	--
													
TM14-15--39	Be-10 (qtz)	14250	227	1152	14046	223	1081	14172	225	869	--	--	--
													
TM14-15--40	Be-10 (qtz)	14143	225	1144	13945	222	1073	14075	224	863	--	--	--
													
TM14-15--41	Be-10 (qtz)	13999	223	1132	13789	219	1061	13939	222	855	--	--	--
													
TM14-15--42	Be-10 (qtz)	14074	224	1138	13870	221	1067	14012	223	859	--	--	--
													
TM14-15--43	Be-10 (qtz)	14014	223	1133	13806	220	1062	13957	222	856	--	--	--
													
TM14-15--44	Be-10 (qtz)	14011	223	1133	13802	220	1062	13952	222	855	--	--	--
													
TM14-15--45	Be-10 (qtz)	14076	224	1138	13872	221	1067	14014	223	859	--	--	--
													
TM14-15--46	Be-10 (qtz)	13899	221	1124	13689	218	1053	13818	220	847	--	--	--
													
TM14-15--47	Be-10 (qtz)	13976	222	1130	13764	219	1059	13913	221	853	--	--	--
													
TM14-15--48	Be-10 (qtz)	14356	228	1161	14145	225	1088	14275	227	875	--	--	--
													
TM14-15--49	Be-10 (qtz)	14124	225	1142	13924	222	1071	14060	224	862	--	--	--
													
TM14-15--50	Be-10 (qtz)	13997	223	1132	13787	219	1061	13936	222	854	--	--	--
													
TM14-15--51	Be-10 (qtz)	14069	224	1138	13864	221	1067	14008	223	859	--	--	--
													
TM14-15--52	Be-10 (qtz)	14238	227	1151	14036	223	1080	14161	225	868	--	--	--
													
TM14-15--53	Be-10 (qtz)	13986	223	1131	13775	219	1060	13923	222	854	--	--	--
													
