Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
TM14-13--1	Be-10 (qtz)	24054	511	2039	22764	483	1835	22593	479	1462	--	--	--
													
TM14-13--2	Be-10 (qtz)	22704	470	1874	21635	448	1700	21535	445	1359	--	--	--
													
TM14-13--3	Be-10 (qtz)	23012	478	1908	21884	454	1727	21769	452	1380	--	--	--
													
TM14-13--4	Be-10 (qtz)	24179	510	2035	22877	482	1831	22703	478	1460	--	--	--
													
TM14-13--5	Be-10 (qtz)	23155	477	1901	22007	453	1720	21886	450	1374	--	--	--
													
TM14-13--6	Be-10 (qtz)	23828	514	2050	22555	485	1843	22399	482	1470	--	--	--
													
TM14-13--7	Be-10 (qtz)	23842	491	1957	22594	465	1766	22434	462	1409	--	--	--
													
TM14-13--8	Be-10 (qtz)	23151	479	1912	22000	455	1730	21880	453	1382	--	--	--
													
TM14-13--9	Be-10 (qtz)	25723	560	2235	24212	526	1997	23992	520	1589	--	--	--
													
TM14-13--10	Be-10 (qtz)	24130	524	2091	22818	494	1877	22648	490	1496	--	--	--
													
TM14-13--11	Be-10 (qtz)	22589	468	1867	21542	446	1695	21446	444	1355	--	--	--
													
TM14-13--12	Be-10 (qtz)	23135	476	1899	21989	452	1719	21867	450	1373	--	--	--
													
TM14-13--13	Be-10 (qtz)	23187	492	1961	22019	466	1771	21899	463	1414	--	--	--
													
TM14-13--14	Be-10 (qtz)	23510	486	1939	22303	461	1751	22162	458	1398	--	--	--
													
TM14-13--15	Be-10 (qtz)	23461	497	1982	22249	470	1788	22113	468	1427	--	--	--
													
TM14-13--16	Be-10 (qtz)	23355	488	1947	22165	463	1758	22032	460	1404	--	--	--
													
TM14-13--17	Be-10 (qtz)	23670	508	2025	22421	480	1823	22274	476	1454	--	--	--
													
TM14-13--18	Be-10 (qtz)	23377	492	1962	22180	466	1771	22047	463	1414	--	--	--
													
