Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
LoLy-11-08--1	Be-10 (qtz)	14383	360	1219	14164	354	1145	14245	356	932	--	--	--
													
LoLy-11-08--2	Be-10 (qtz)	14454	360	1221	14231	355	1147	14314	357	934	--	--	--
													
LoLy-11-08--3	Be-10 (qtz)	14193	350	1185	13990	344	1114	14070	346	907	--	--	--
													
LoLy-11-08--4	Be-10 (qtz)	14151	355	1202	13946	349	1130	14027	351	920	--	--	--
													
LoLy-11-08--5	Be-10 (qtz)	14144	346	1174	13943	341	1103	14027	343	899	--	--	--
													
LoLy-11-08--6	Be-10 (qtz)	14326	355	1203	14112	349	1130	14190	351	920	--	--	--
													
LoLy-11-08--7	Be-10 (qtz)	14741	371	1258	14501	365	1180	14576	367	960	--	--	--
													
LoLy-11-08--8	Be-10 (qtz)	14614	375	1272	14379	369	1193	14456	371	971	--	--	--
													
LoLy-11-08--9	Be-10 (qtz)	14161	347	1175	13962	342	1105	14041	344	900	--	--	--
													
LoLy-11-08--10	Be-10 (qtz)	14841	380	1288	14592	373	1207	14673	375	983	--	--	--
													
LoLy-11-08--11	Be-10 (qtz)	14474	360	1220	14252	354	1145	14332	356	932	--	--	--
													
LoLy-11-08--12	Be-10 (qtz)	14243	349	1182	14037	344	1111	14114	346	905	--	--	--
													
LoLy-11-08--13	Be-10 (qtz)	13989	342	1161	13775	337	1090	13861	339	888	--	--	--
													
LoLy-11-08--14	Be-10 (qtz)	14255	356	1207	14045	351	1134	14124	353	923	--	--	--
													
LoLy-11-08--15	Be-10 (qtz)	14085	346	1174	13878	341	1103	13972	343	899	--	--	--
													
LoLy-11-08--16	Be-10 (qtz)	14045	346	1173	13835	341	1102	13926	343	898	--	--	--
													
LoLy-11-08--17	Be-10 (qtz)	14196	352	1193	13991	347	1121	14071	349	913	--	--	--
													
LoLy-11-08--18	Be-10 (qtz)	14475	363	1231	14250	357	1156	14333	359	941	--	--	--
													
LoLy-11-08--19	Be-10 (qtz)	14078	345	1171	13870	340	1101	13965	343	897	--	--	--
													
LoLy-11-08--20	Be-10 (qtz)	14636	369	1252	14402	363	1175	14478	365	956	--	--	--
													
LoLy-11-08--21	Be-10 (qtz)	14557	362	1228	14331	357	1153	14411	359	939	--	--	--
													
LoLy-11-08--22	Be-10 (qtz)	14274	352	1192	14065	346	1120	14142	348	912	--	--	--
													
LoLy-11-08--23	Be-10 (qtz)	14821	376	1276	14574	370	1196	14654	372	974	--	--	--
													
LoLy-11-08--24	Be-10 (qtz)	14320	355	1204	14106	350	1131	14185	352	921	--	--	--
													
LoLy-11-08--25	Be-10 (qtz)	14463	361	1225	14240	355	1150	14320	358	936	--	--	--
													
LoLy-11-08--26	Be-10 (qtz)	14389	360	1220	14169	354	1146	14251	356	933	--	--	--
													
LoLy-11-08--27	Be-10 (qtz)	14296	354	1199	14085	348	1126	14163	350	917	--	--	--
													
LoLy-11-08--28	Be-10 (qtz)	14037	348	1180	13824	343	1108	13914	345	903	--	--	--
													
LoLy-11-08--29	Be-10 (qtz)	13972	342	1159	13757	337	1089	13841	339	887	--	--	--
													
LoLy-11-08--30	Be-10 (qtz)	13942	342	1160	13727	337	1089	13804	339	887	--	--	--
													
LoLy-11-08--31	Be-10 (qtz)	14145	349	1183	13942	344	1112	14024	346	906	--	--	--
													
LoLy-11-08--32	Be-10 (qtz)	14347	360	1221	14129	354	1146	14208	356	933	--	--	--
													
LoLy-11-08--33	Be-10 (qtz)	14329	355	1204	14115	350	1131	14195	352	921	--	--	--
													
LoLy-11-08--34	Be-10 (qtz)	14685	373	1264	14447	366	1185	14526	369	965	--	--	--
													
LoLy-11-08--35	Be-10 (qtz)	14622	368	1247	14389	362	1170	14471	364	953	--	--	--
													
LoLy-11-08--36	Be-10 (qtz)	13997	343	1161	13783	337	1091	13868	339	888	--	--	--
													
LoLy-11-08--37	Be-10 (qtz)	14230	357	1211	14021	352	1138	14099	354	926	--	--	--
													
LoLy-11-08--38	Be-10 (qtz)	14198	347	1178	13995	342	1108	14071	344	901	--	--	--
													
LoLy-11-08--39	Be-10 (qtz)	13943	341	1157	13729	336	1086	13806	338	884	--	--	--
													
LoLy-11-08--40	Be-10 (qtz)	14337	354	1200	14122	349	1128	14200	351	918	--	--	--
													
LoLy-11-08--41	Be-10 (qtz)	14237	350	1188	14031	345	1117	14108	347	909	--	--	--
													
LoLy-11-08--42	Be-10 (qtz)	14253	353	1198	14044	348	1126	14119	350	916	--	--	--
													
LoLy-11-08--43	Be-10 (qtz)	14096	349	1182	13889	343	1110	13982	346	905	--	--	--
													
LoLy-11-08--44	Be-10 (qtz)	14208	363	1230	13998	357	1155	14079	359	940	--	--	--
													
LoLy-11-08--45	Be-10 (qtz)	14433	357	1209	14213	351	1135	14292	353	924	--	--	--
													
LoLy-11-08--46	Be-10 (qtz)	14071	348	1179	13862	343	1108	13957	345	903	--	--	--
													
LoLy-11-08--47	Be-10 (qtz)	14202	350	1186	13997	345	1115	14074	347	908	--	--	--
													
LoLy-11-08--48	Be-10 (qtz)	13938	345	1170	13722	340	1098	13796	341	894	--	--	--
													
LoLy-11-08--49	Be-10 (qtz)	14263	357	1209	14052	351	1136	14128	353	924	--	--	--
													
LoLy-11-08--50	Be-10 (qtz)	14234	354	1199	14026	349	1127	14106	351	918	--	--	--
													
LoLy-11-08--51	Be-10 (qtz)	14425	364	1234	14202	358	1158	14282	360	943	--	--	--
													
LoLy-11-08--52	Be-10 (qtz)	13935	341	1156	13721	336	1086	13796	338	884	--	--	--
													
LoLy-11-08--53	Be-10 (qtz)	14197	347	1178	13995	342	1108	14073	344	902	--	--	--
													
LoLy-11-08--54	Be-10 (qtz)	14495	369	1250	14267	363	1173	14352	365	956	--	--	--
													
LoLy-11-08--55	Be-10 (qtz)	13941	341	1157	13727	336	1086	13805	338	884	--	--	--
													
LoLy-11-08--56	Be-10 (qtz)	14344	364	1234	14124	358	1158	14202	360	943	--	--	--
													
LoLy-11-08--57	Be-10 (qtz)	14037	343	1165	13826	338	1094	13918	341	892	--	--	--
													
LoLy-11-08--58	Be-10 (qtz)	14351	355	1204	14135	350	1131	14214	352	921	--	--	--
													
LoLy-11-08--59	Be-10 (qtz)	14024	348	1178	13810	342	1107	13896	344	901	--	--	--
													
LoLy-11-08--60	Be-10 (qtz)	14624	366	1239	14393	360	1163	14473	362	947	--	--	--
													
LoLy-11-08--61	Be-10 (qtz)	14461	361	1223	14238	355	1148	14320	357	935	--	--	--
													
LoLy-11-08--62	Be-10 (qtz)	14520	359	1219	14296	354	1144	14376	356	931	--	--	--
													
LoLy-11-08--63	Be-10 (qtz)	14352	357	1210	14135	351	1136	14214	353	925	--	--	--
													
LoLy-11-08--64	Be-10 (qtz)	14272	356	1208	14060	351	1135	14138	353	924	--	--	--
													
LoLy-11-08--65	Be-10 (qtz)	14163	349	1184	13962	344	1113	14041	346	906	--	--	--
													
LoLy-11-08--66	Be-10 (qtz)	14025	343	1165	13814	338	1094	13901	340	891	--	--	--
													
LoLy-11-08--67	Be-10 (qtz)	14224	354	1199	14017	348	1127	14098	350	917	--	--	--
													
LoLy-11-08--68	Be-10 (qtz)	14330	360	1219	14113	354	1145	14195	356	932	--	--	--
													
LoLy-11-08--69	Be-10 (qtz)	14155	349	1183	13953	344	1112	14032	346	905	--	--	--
													
LoLy-11-08--70	Be-10 (qtz)	14568	363	1231	14341	357	1155	14418	359	940	--	--	--
													
LoLy-11-08--71	Be-10 (qtz)	14492	363	1232	14266	358	1157	14350	360	942	--	--	--
													
LoLy-11-08--72	Be-10 (qtz)	13961	342	1158	13746	336	1088	13826	338	886	--	--	--
													
LoLy-11-08--73	Be-10 (qtz)	14578	367	1245	14348	361	1168	14428	363	951	--	--	--
													
LoLy-11-08--74	Be-10 (qtz)	14086	346	1174	13879	341	1103	13973	343	899	--	--	--
													
LoLy-11-08--75	Be-10 (qtz)	14646	375	1273	14409	369	1194	14486	371	972	--	--	--
													
LoLy-11-08--76	Be-10 (qtz)	14296	357	1211	14083	352	1138	14160	354	926	--	--	--
													
LoLy-11-08--77	Be-10 (qtz)	14576	367	1245	14346	361	1169	14427	363	952	--	--	--
													
LoLy-11-08--78	Be-10 (qtz)	13929	341	1156	13714	336	1085	13788	337	883	--	--	--
													
LoLy-11-08--79	Be-10 (qtz)	14161	354	1199	13957	348	1127	14041	351	918	--	--	--
													
LoLy-11-08--80	Be-10 (qtz)	14380	356	1207	14162	350	1134	14243	353	923	--	--	--
													
LoLy-11-08--81	Be-10 (qtz)	14717	369	1251	14479	363	1173	14559	365	955	--	--	--
													
LoLy-11-08--82	Be-10 (qtz)	14156	349	1183	13954	344	1112	14034	346	905	--	--	--
													
LoLy-11-08--83	Be-10 (qtz)	14205	354	1199	13999	348	1127	14077	350	917	--	--	--
													
LoLy-11-08--84	Be-10 (qtz)	13833	343	1163	13619	338	1092	13686	339	888	--	--	--
													
LoLy-11-08--85	Be-10 (qtz)	14238	350	1187	14031	345	1115	14110	347	908	--	--	--
													
LoLy-11-08--86	Be-10 (qtz)	14321	359	1216	14105	353	1142	14181	355	929	--	--	--
													
LoLy-11-08--87	Be-10 (qtz)	14415	356	1207	14195	351	1134	14274	353	923	--	--	--
													
LoLy-11-08--88	Be-10 (qtz)	14016	350	1185	13801	344	1113	13888	346	907	--	--	--
													
LoLy-11-08--89	Be-10 (qtz)	14178	347	1176	13977	342	1106	14054	344	900	--	--	--
													
LoLy-11-08--90	Be-10 (qtz)	14452	365	1237	14227	359	1161	14312	361	946	--	--	--
													
LoLy-11-08--91	Be-10 (qtz)	14087	348	1180	13879	343	1109	13971	345	903	--	--	--
													
LoLy-11-08--92	Be-10 (qtz)	14423	364	1232	14200	358	1157	14282	360	942	--	--	--
													
LoLy-11-08--93	Be-10 (qtz)	14302	360	1220	14087	354	1146	14165	356	933	--	--	--
													
LoLy-11-08--94	Be-10 (qtz)	14439	363	1230	14215	357	1155	14296	359	940	--	--	--
													
LoLy-11-08--95	Be-10 (qtz)	14122	351	1188	13916	345	1117	14005	348	910	--	--	--
													
LoLy-11-08--96	Be-10 (qtz)	14144	351	1188	13940	345	1117	14023	347	910	--	--	--
													
LoLy-11-08--97	Be-10 (qtz)	14517	359	1217	14293	353	1143	14374	355	930	--	--	--
													
LoLy-11-08--98	Be-10 (qtz)	14423	360	1222	14202	355	1147	14282	357	934	--	--	--
													
LoLy-11-08--99	Be-10 (qtz)	14115	347	1175	13911	342	1105	14000	344	900	--	--	--
													
LoLy-11-08--100	Be-10 (qtz)	14430	362	1227	14208	356	1152	14288	358	938	--	--	--
													
LoLy-11-08--101	Be-10 (qtz)	14264	358	1213	14052	352	1140	14130	354	928	--	--	--
													
LoLy-11-08--102	Be-10 (qtz)	14400	362	1228	14178	356	1153	14261	359	939	--	--	--
													
