Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
TM14-06--1	Be-10 (qtz)	14256	252	1174	14046	248	1100	14117	249	884	--	--	--
													
TM14-06--2	Be-10 (qtz)	14095	246	1144	13888	242	1073	13974	243	862	--	--	--
													
TM14-06--3	Be-10 (qtz)	14615	257	1198	14386	253	1122	14458	254	901	--	--	--
													
TM14-06--4	Be-10 (qtz)	14302	258	1200	14086	254	1124	14160	255	903	--	--	--
													
TM14-06--5	Be-10 (qtz)	13783	243	1133	13569	239	1061	13636	240	852	--	--	--
													
TM14-06--6	Be-10 (qtz)	14677	265	1236	14439	261	1157	14515	262	929	--	--	--
													
TM14-06--7	Be-10 (qtz)	14022	249	1162	13805	245	1088	13890	247	875	--	--	--
													
TM14-06--8	Be-10 (qtz)	14374	256	1192	14154	252	1117	14236	253	898	--	--	--
													
TM14-06--9	Be-10 (qtz)	14000	249	1158	13782	245	1085	13865	246	872	--	--	--
													
TM14-06--10	Be-10 (qtz)	13862	246	1148	13644	242	1075	13709	244	863	--	--	--
													
TM14-06--11	Be-10 (qtz)	13920	248	1154	13702	244	1080	13772	245	868	--	--	--
													
TM14-06--12	Be-10 (qtz)	14138	248	1154	13934	244	1083	14014	246	870	--	--	--
													
TM14-06--13	Be-10 (qtz)	13791	243	1131	13578	239	1060	13643	240	851	--	--	--
													
TM14-06--14	Be-10 (qtz)	14580	257	1198	14352	253	1122	14426	254	901	--	--	--
													
TM14-06--15	Be-10 (qtz)	14085	245	1143	13878	242	1072	13969	243	862	--	--	--
													
TM14-06--16	Be-10 (qtz)	13934	245	1141	13718	241	1069	13794	242	859	--	--	--
													
TM14-06--17	Be-10 (qtz)	14504	259	1209	14277	255	1132	14357	257	910	--	--	--
													
TM14-06--18	Be-10 (qtz)	14409	257	1196	14187	253	1120	14266	254	900	--	--	--
													
TM14-06--19	Be-10 (qtz)	14210	252	1173	14003	248	1100	14076	249	883	--	--	--
													
TM14-06--20	Be-10 (qtz)	14231	251	1168	14024	247	1095	14102	248	880	--	--	--
													
TM14-06--21	Be-10 (qtz)	14095	247	1153	13887	244	1081	13973	245	869	--	--	--
													
TM14-06--22	Be-10 (qtz)	14121	252	1176	13912	248	1102	13997	250	886	--	--	--
													
TM14-06--23	Be-10 (qtz)	14170	247	1150	13969	243	1079	14046	245	867	--	--	--
													
TM14-06--24	Be-10 (qtz)	14293	254	1184	14080	250	1110	14157	252	891	--	--	--
													
TM14-06--25	Be-10 (qtz)	14292	249	1160	14082	245	1088	14155	247	874	--	--	--
													
TM14-06--26	Be-10 (qtz)	14940	265	1236	14691	261	1156	14769	262	929	--	--	--
													
TM14-06--27	Be-10 (qtz)	14221	253	1177	14013	249	1103	14089	250	886	--	--	--
													
TM14-06--28	Be-10 (qtz)	14506	253	1178	14285	249	1104	14365	250	887	--	--	--
													
TM14-06--29	Be-10 (qtz)	14301	255	1189	14086	251	1114	14163	253	895	--	--	--
													
TM14-06--30	Be-10 (qtz)	14165	248	1156	13963	244	1084	14038	246	871	--	--	--
													
TM14-06--31	Be-10 (qtz)	14078	250	1165	13867	246	1092	13959	248	878	--	--	--
													
TM14-06--32	Be-10 (qtz)	14067	252	1176	13852	248	1102	13945	250	886	--	--	--
													
TM14-06--33	Be-10 (qtz)	14750	264	1230	14508	260	1151	14582	261	924	--	--	--
													
TM14-06--34	Be-10 (qtz)	14322	251	1171	14108	247	1097	14184	249	881	--	--	--
													
TM14-06--35	Be-10 (qtz)	14361	252	1175	14144	248	1101	14222	250	885	--	--	--
													
TM14-06--36	Be-10 (qtz)	14323	253	1180	14108	249	1106	14184	251	889	--	--	--
													
TM14-06--37	Be-10 (qtz)	14747	263	1224	14507	258	1145	14583	260	920	--	--	--
													
TM14-06--38	Be-10 (qtz)	14566	259	1205	14338	254	1128	14412	256	906	--	--	--
													
TM14-06--39	Be-10 (qtz)	14432	253	1180	14212	249	1106	14288	251	888	--	--	--
													
TM14-06--40	Be-10 (qtz)	13913	245	1142	13696	241	1069	13764	242	859	--	--	--
													
TM14-06--41	Be-10 (qtz)	14321	255	1187	14105	251	1112	14179	252	893	--	--	--
													
TM14-06--42	Be-10 (qtz)	13996	245	1140	13781	241	1068	13861	242	858	--	--	--
													
TM14-06--43	Be-10 (qtz)	14694	262	1223	14457	258	1145	14534	259	919	--	--	--
													
TM14-06--44	Be-10 (qtz)	13493	235	1095	13274	231	1025	13322	232	822	--	--	--
													
TM14-06--45	Be-10 (qtz)	13665	238	1111	13449	235	1041	13510	236	835	--	--	--
													
TM14-06--46	Be-10 (qtz)	14159	252	1172	13954	248	1099	14035	249	883	--	--	--
													
TM14-06--47	Be-10 (qtz)	14384	254	1183	14165	250	1108	14241	251	890	--	--	--
													
TM14-06--48	Be-10 (qtz)	14154	247	1151	13953	244	1080	14032	245	868	--	--	--
													
TM14-06--49	Be-10 (qtz)	14451	252	1173	14231	248	1099	14308	249	883	--	--	--
													
