Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
UpLy-12-10--1	Be-10 (qtz)	13120	206	1060	12892	202	991	12356	194	757	--	--	--
													
UpLy-12-10--2	Be-10 (qtz)	13164	207	1064	12941	203	995	12422	195	761	--	--	--
													
UpLy-12-10--3	Be-10 (qtz)	13355	211	1085	13124	207	1014	12688	200	781	--	--	--
													
UpLy-12-10--4	Be-10 (qtz)	13512	213	1098	13278	210	1026	12903	204	794	--	--	--
													
UpLy-12-10--5	Be-10 (qtz)	13358	211	1087	13127	208	1016	12701	201	783	--	--	--
													
UpLy-12-10--6	Be-10 (qtz)	13389	214	1104	13154	211	1031	12729	204	794	--	--	--
													
UpLy-12-10--7	Be-10 (qtz)	13380	214	1102	13146	210	1029	12718	203	793	--	--	--
													
UpLy-12-10--8	Be-10 (qtz)	13441	216	1113	13204	212	1039	12792	205	802	--	--	--
													
UpLy-12-10--9	Be-10 (qtz)	13430	213	1099	13195	210	1027	12794	203	793	--	--	--
													
UpLy-12-10--10	Be-10 (qtz)	13651	220	1135	13415	216	1060	13025	210	819	--	--	--
													
UpLy-12-10--11	Be-10 (qtz)	13555	217	1118	13318	213	1045	12934	207	808	--	--	--
													
UpLy-12-10--12	Be-10 (qtz)	13207	208	1069	12984	204	1000	12482	196	766	--	--	--
													
UpLy-12-10--13	Be-10 (qtz)	13542	218	1120	13305	214	1046	12921	207	809	--	--	--
													
UpLy-12-10--14	Be-10 (qtz)	13065	205	1056	12831	201	986	12278	193	752	--	--	--
													
UpLy-12-10--15	Be-10 (qtz)	13462	216	1112	13225	212	1038	12825	205	802	--	--	--
													
UpLy-12-10--16	Be-10 (qtz)	13271	210	1083	13044	207	1012	12571	199	777	--	--	--
													
UpLy-12-10--17	Be-10 (qtz)	13562	218	1120	13325	214	1046	12946	207	809	--	--	--
													
UpLy-12-10--18	Be-10 (qtz)	13354	210	1079	13125	206	1009	12698	199	778	--	--	--
													
UpLy-12-10--19	Be-10 (qtz)	13422	215	1108	13186	211	1035	12776	205	798	--	--	--
													
UpLy-12-10--20	Be-10 (qtz)	13387	210	1082	13155	206	1011	12745	200	780	--	--	--
													
UpLy-12-10--21	Be-10 (qtz)	13995	224	1155	13760	220	1080	13364	214	835	--	--	--
													
UpLy-12-10--22	Be-10 (qtz)	13478	215	1105	13242	211	1033	12846	205	798	--	--	--
													
UpLy-12-10--23	Be-10 (qtz)	13515	217	1115	13278	213	1042	12888	206	805	--	--	--
													
UpLy-12-10--24	Be-10 (qtz)	13263	211	1086	13036	207	1015	12561	200	779	--	--	--
													
UpLy-12-10--25	Be-10 (qtz)	13538	213	1095	13305	209	1024	12932	203	793	--	--	--
													
UpLy-12-10--26	Be-10 (qtz)	13588	218	1120	13351	214	1046	12970	207	809	--	--	--
													
UpLy-12-10--27	Be-10 (qtz)	13283	210	1079	13055	206	1009	12590	199	775	--	--	--
													
UpLy-12-10--28	Be-10 (qtz)	13927	229	1179	13690	225	1102	13278	218	850	--	--	--
													
UpLy-12-10--29	Be-10 (qtz)	13242	208	1070	13018	204	1001	12528	197	767	--	--	--
													
UpLy-12-10--30	Be-10 (qtz)	13570	216	1111	13334	212	1038	12963	206	804	--	--	--
													
UpLy-12-10--31	Be-10 (qtz)	13514	216	1112	13278	212	1039	12891	206	803	--	--	--
													
UpLy-12-10--32	Be-10 (qtz)	13687	221	1138	13452	217	1064	13061	211	822	--	--	--
													
UpLy-12-10--33	Be-10 (qtz)	13166	207	1064	12943	203	995	12429	195	761	--	--	--
													
UpLy-12-10--34	Be-10 (qtz)	13396	213	1097	13161	209	1025	12740	203	790	--	--	--
													
UpLy-12-10--35	Be-10 (qtz)	13510	213	1099	13276	210	1027	12898	204	795	--	--	--
													
UpLy-12-10--36	Be-10 (qtz)	13885	226	1161	13650	222	1085	13245	215	838	--	--	--
													
UpLy-12-10--37	Be-10 (qtz)	13084	205	1057	12852	202	988	12306	193	753	--	--	--
													
UpLy-12-10--38	Be-10 (qtz)	13645	219	1130	13409	216	1056	13022	209	816	--	--	--
													
UpLy-12-10--39	Be-10 (qtz)	13382	211	1086	13150	207	1015	12737	201	783	--	--	--
													
UpLy-12-10--40	Be-10 (qtz)	13133	206	1061	12907	203	992	12376	194	758	--	--	--
													
UpLy-12-10--41	Be-10 (qtz)	13159	207	1063	12935	203	994	12409	195	760	--	--	--
													
UpLy-12-10--42	Be-10 (qtz)	13746	217	1116	13518	213	1044	13127	207	807	--	--	--
													
UpLy-12-10--43	Be-10 (qtz)	13437	215	1109	13200	212	1036	12793	205	800	--	--	--
													
UpLy-12-10--44	Be-10 (qtz)	13646	219	1130	13410	216	1055	13021	209	816	--	--	--
													
UpLy-12-10--45	Be-10 (qtz)	13187	207	1066	12966	204	997	12459	196	763	--	--	--
													
UpLy-12-10--46	Be-10 (qtz)	13252	209	1077	13027	206	1007	12552	198	772	--	--	--
													
UpLy-12-10--47	Be-10 (qtz)	13353	210	1079	13123	206	1009	12699	199	778	--	--	--
													
UpLy-12-10--48	Be-10 (qtz)	13171	207	1064	12948	203	995	12434	195	761	--	--	--
													
UpLy-12-10--49	Be-10 (qtz)	13260	211	1086	13033	207	1015	12553	200	778	--	--	--
													
UpLy-12-10--50	Be-10 (qtz)	13361	212	1093	13128	209	1022	12693	202	786	--	--	--
													
UpLy-12-10--51	Be-10 (qtz)	13281	211	1087	13053	207	1016	12584	200	780	--	--	--
													
UpLy-12-10--52	Be-10 (qtz)	13263	209	1077	13037	206	1007	12564	198	773	--	--	--
													
UpLy-12-10--53	Be-10 (qtz)	13265	209	1075	13040	205	1005	12562	198	771	--	--	--
													
UpLy-12-10--54	Be-10 (qtz)	13246	210	1083	13020	207	1013	12534	199	776	--	--	--
													
UpLy-12-10--55	Be-10 (qtz)	13728	221	1139	13495	217	1064	13102	211	823	--	--	--
													
