Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
TM14-02--1	Be-10 (qtz)	14488	247	1175	14266	243	1101	14338	245	884	--	--	--
													
TM14-02--2	Be-10 (qtz)	14215	243	1153	14010	239	1081	14081	240	868	--	--	--
													
TM14-02--3	Be-10 (qtz)	14096	240	1143	13889	237	1072	13974	238	861	--	--	--
													
TM14-02--4	Be-10 (qtz)	14577	249	1182	14351	245	1108	14422	246	889	--	--	--
													
TM14-02--5	Be-10 (qtz)	14007	239	1136	13793	235	1064	13869	237	855	--	--	--
													
TM14-02--6	Be-10 (qtz)	14248	243	1156	14041	240	1084	14106	241	869	--	--	--
													
TM14-02--7	Be-10 (qtz)	14062	240	1140	13853	236	1069	13932	238	858	--	--	--
													
TM14-02--8	Be-10 (qtz)	14126	241	1146	13922	237	1074	14000	239	863	--	--	--
													
TM14-02--9	Be-10 (qtz)	14430	246	1170	14211	242	1097	14283	244	880	--	--	--
													
TM14-02--10	Be-10 (qtz)	14209	242	1152	14005	239	1081	14073	240	867	--	--	--
													
TM14-02--11	Be-10 (qtz)	14198	242	1151	13994	239	1080	14067	240	867	--	--	--
													
TM14-02--12	Be-10 (qtz)	13745	234	1115	13532	231	1044	13590	232	837	--	--	--
													
TM14-02--13	Be-10 (qtz)	13733	234	1114	13520	231	1043	13582	232	837	--	--	--
													
TM14-02--14	Be-10 (qtz)	14605	249	1184	14377	245	1110	14446	246	890	--	--	--
													
TM14-02--15	Be-10 (qtz)	14341	245	1163	14127	241	1090	14196	242	875	--	--	--
													
TM14-02--16	Be-10 (qtz)	14436	246	1171	14217	243	1097	14286	244	880	--	--	--
													
TM14-02--17	Be-10 (qtz)	14618	249	1186	14390	246	1111	14462	247	891	--	--	--
													
TM14-02--18	Be-10 (qtz)	13866	237	1124	13652	233	1053	13710	234	845	--	--	--
													
TM14-02--19	Be-10 (qtz)	13810	236	1120	13597	232	1049	13654	233	841	--	--	--
													
