Station_ID	Station_Name	Latitude	Longitude	Elevation_ft	Elevation_m	River_Basin	Record_Type	Month	Insolation_MJperM2	Avg_diff_cm	Avg_diff_SD	Avg_diff_n	Avg_SWE_m	SWE_m_SD	SWE_n	Cor_SWEvsElevation	Cor_SWEvsInsolation	R_squared
CYT	Coyote Lake	37.208	-119.073	8850	2700	San Joaquin	MONTHLY	March	520.61				0.629650627046248		13	0.193057491557799	0.000970126669397888	0.0286103483667989
CYT	Coyote Lake	37.208	-119.073	8850	2700	San Joaquin	MONTHLY	April	663.06				0.692116570662365		53	0.355143053243069	-0.0123946530632691	0.121152586735371
CYT	Coyote Lake	37.208	-119.073	8850	2700	San Joaquin	MONTHLY	May	798.9				0.493598347853931		3	0.538642056595992	0.183649261803028	0.538334349925135
CYT	Coyote Lake	37.208	-119.073	8850	2700	San Joaquin	MONTHLY	June	812.9				0		1	0.518287894485839	-0.268750650545776	0.270694396378618
CYT	Coyote Lake	37.208	-119.073	8850	2700	San Joaquin	MONTHLY	July	819.57						0	0.360980358360112	-0.0894020404911492	0.117038051032853
CYT	Coyote Lake	37.208	-119.073	8850	2700	San Joaquin	MONTHLY	August	727.19						0	0.374868816434567	-0.0330745193046189	0.141307278897059
CYT	Coyote Lake	37.208	-119.073	8850	2700	San Joaquin	MONTHLY	September	570.62						0	0.0902117095102845	0.37718412070553	0.00403976867041546
CYT	Coyote Lake	37.208	-119.073	8850	2700	San Joaquin	MONTHLY	October	383						0	0.665146076526165	0.0475245249724105	0.454910605867191
CYT	Coyote Lake	37.208	-119.073	8850	2700	San Joaquin	MONTHLY	November	251.04						0	0.685296017450218	-0.0332400777694348	0.489425115421562
CYT	Coyote Lake	37.208	-119.073	8850	2700	San Joaquin	MONTHLY	December	204.28						0	0.520576548712945	-0.0638088590520588	0.246458088996122
DAN	Dana Meadows	37.897	-119.257	9800	2990	Tuolumne	BOTH	January	223.12	7.42335483870968		1	0.397101957051467	0.182584705281577	90	0.226860524027306	0.0164965881632034	0.121184362015554
DAN	Dana Meadows	37.897	-119.257	9800	2990	Tuolumne	BOTH	February	303.2	5.75588529351396	13.5755479142599	24	0.551891142692391	0.24142724758823	90	0.212580840916089	0.0624046104174903	0.038777645161961
DAN	Dana Meadows	37.897	-119.257	9800	2990	Tuolumne	BOTH	March	508.88	1.28310169669041	12.4798955986691	22	0.705352159526317	0.294159309731677	90	0.193057491557799	0.000970126669397888	0.0286103483667989
DAN	Dana Meadows	37.897	-119.257	9800	2990	Tuolumne	BOTH	April	659.8	-11.7645341269841	7.4903559362982	21	0.650324707972242	0.298729676165401	90	0.355143053243069	-0.0123946530632691	0.121152586735371
DAN	Dana Meadows	37.897	-119.257	9800	2990	Tuolumne	BOTH	May	807.54	-36.497419969278	14.9636698063839	21	0.353070021589911	0.282855361399246	90	0.538642056595992	0.183649261803028	0.538334349925135
DAN	Dana Meadows	37.897	-119.257	9800	2990	Tuolumne	BOTH	June	827.72				0.0738770469936148	0.130823712694831	90	0.518287894485839	-0.268750650545776	0.270694396378618
DAN	Dana Meadows	37.897	-119.257	9800	2990	Tuolumne	BOTH	July	831.21				0.00240915227942337	0.00838016165880595	90	0.360980358360112	-0.0894020404911492	0.117038051032853
DAN	Dana Meadows	37.897	-119.257	9800	2990	Tuolumne	BOTH	August	727.46				0.000375654040686436	0.000707822776918755	90	0.374868816434567	-0.0330745193046189	0.141307278897059
DAN	Dana Meadows	37.897	-119.257	9800	2990	Tuolumne	BOTH	September	560.8				0.000286307272920562	0.000605529094190121	90	0.0902117095102845	0.37718412070553	0.00403976867041546
DAN	Dana Meadows	37.897	-119.257	9800	2990	Tuolumne	BOTH	October	368.89				0.00960816657790126	0.00831793599800207	91	0.665146076526165	0.0475245249724105	0.454910605867191
DAN	Dana Meadows	37.897	-119.257	9800	2990	Tuolumne	BOTH	November	237.21				0.0806292784416164	0.0443627100541629	91	0.685296017450218	-0.0332400777694348	0.489425115421562
DAN	Dana Meadows	37.897	-119.257	9800	2990	Tuolumne	BOTH	December	191.3				0.233030440629972	0.10990244983051	91	0.520576548712945	-0.0638088590520588	0.246458088996122
DPO	Devil's Postpile	37.6294	-119.0847	7569	2307	San Joaquin	ONLY_DAILY	January	209.57				0.306011279569892	0.252020107541647	6	0.226860524027306	0.0164965881632034	0.121184362015554
DPO	Devil's Postpile	37.6294	-119.0847	7569	2307	San Joaquin	ONLY_DAILY	February	285.69				0.433249916666666	0.372250558655197	6	0.212580840916089	0.0624046104174903	0.038777645161961
DPO	Devil's Postpile	37.6294	-119.0847	7569	2307	San Joaquin	ONLY_DAILY	March	482.91				0.426121070448646	0.354227739588207	6	0.193057491557799	0.000970126669397888	0.0286103483667989
