Sample_Name	Boulder_Height_m
UpLy-12-10--1	0.834181502263663
UpLy-12-10--2	0.868520326620601
UpLy-12-10--3	0.832686138546979
UpLy-12-10--4	0.868032216269197
UpLy-12-10--5	0.874007484830133
UpLy-12-10--6	0.853483428981454
UpLy-12-10--7	0.855672873607204
UpLy-12-10--8	0.848887377776965
UpLy-12-10--9	0.819268665170689
UpLy-12-10--10	0.835030193194861
UpLy-12-10--11	0.816340269036274
UpLy-12-10--12	0.849395883574867
UpLy-12-10--13	0.844142287701619
UpLy-12-10--14	0.838484073105174
UpLy-12-10--15	0.831695207393887
UpLy-12-10--16	0.86613765069828
UpLy-12-10--17	0.828671794437906
UpLy-12-10--18	0.877268747682263
UpLy-12-10--19	0.836770175701749
UpLy-12-10--20	0.841832877503213
UpLy-12-10--21	0.853843704008033
UpLy-12-10--22	0.856893626814683
UpLy-12-10--23	0.834776944506834
UpLy-12-10--24	0.879867861944588
UpLy-12-10--25	0.834264313345445
UpLy-12-10--26	0.87015891329232
UpLy-12-10--27	0.856316142907611
UpLy-12-10--28	0.854285271055627
UpLy-12-10--29	0.855153182659791
UpLy-12-10--30	0.877703486018978
UpLy-12-10--31	0.860633896420689
UpLy-12-10--32	0.864365622248968
UpLy-12-10--33	0.833249577856191
UpLy-12-10--34	0.813026903148813
UpLy-12-10--35	0.847151282746275
UpLy-12-10--36	0.85249190147855
UpLy-12-10--37	0.841321382341752
UpLy-12-10--38	0.858066770264689
UpLy-12-10--39	0.834928580895393
UpLy-12-10--40	0.895809586441956
UpLy-12-10--41	0.839228390859138
UpLy-12-10--42	0.868103166513314
UpLy-12-10--43	0.852754306680808
UpLy-12-10--44	0.854939576850841
UpLy-12-10--45	0.867734529749979
UpLy-12-10--46	0.84851580441895
UpLy-12-10--47	0.843141536925064
UpLy-12-10--48	0.834615163308178
UpLy-12-10--49	0.853360872307488
UpLy-12-10--50	0.834118796978999
UpLy-12-10--51	0.837532941985571
UpLy-12-10--52	0.872556227537006
UpLy-12-10--53	0.864373345570396
UpLy-12-10--54	0.852813914124041
UpLy-12-10--55	0.83494145351612
UpLy-12-10--56	0.830658180631781
UpLy-12-10--57	0.828987552754436
UpLy-12-10--58	0.82603585180003
UpLy-12-10--59	0.846378483021173
UpLy-12-10--60	0.826385308148259
UpLy-12-10--61	0.86846091177487
UpLy-12-10--62	0.843315621673648
UpLy-12-10--63	0.839416960372261
UpLy-12-10--64	0.858140275351295
UpLy-12-10--65	0.860029119131927
UpLy-12-10--66	0.809332654131202
UpLy-12-10--67	0.856682700879387
UpLy-12-10--68	0.869875151354895
UpLy-12-10--69	0.871689835152172
UpLy-12-10--70	0.818775177045074
UpLy-12-10--71	0.880755789860486
UpLy-12-10--72	0.873773378448718
UpLy-12-10--73	0.862840860860038
UpLy-12-10--74	0.873546198297114
UpLy-12-10--75	0.892476049928244
UpLy-12-10--76	0.847095361211799
UpLy-12-10--77	0.855388832275602
UpLy-12-10--78	0.910998987561328
UpLy-12-10--79	0.851900427322235
UpLy-12-10--80	0.852619004015335
UpLy-12-10--81	0.843778368309964
UpLy-12-10--82	0.846483177484416
UpLy-12-10--83	0.872441658623297
UpLy-12-10--84	0.909965441875335
UpLy-12-10--85	0.847717962072873
UpLy-12-10--86	0.879271828330144
UpLy-12-10--87	0.847846099003186
UpLy-12-10--88	0.832603372499318
UpLy-12-10--89	0.818522291880592
UpLy-12-10--90	0.87144550844838
UpLy-12-10--91	0.847247181183802
UpLy-12-10--92	0.87257169173516
UpLy-12-10--93	0.845693778416989
UpLy-12-10--94	0.859083308875128
UpLy-12-10--95	0.865442634206341
UpLy-12-10--96	0.818108432458952
UpLy-12-10--97	0.871707534431837
UpLy-12-10--98	0.833865400265705
UpLy-12-10--99	0.849161705712071
UpLy-12-10--100	0.850104837621369
UpLy-12-10--101	0.862653567667063
UpLy-12-10--102	0.881835109111811
UpLy-12-10--103	0.826555182870575
UpLy-12-10--104	0.835152494206668
UpLy-12-10--105	0.815755450549908
UpLy-12-10--106	0.84956929206842
UpLy-12-10--107	0.803633168671413
UpLy-12-10--108	0.869054978677585
UpLy-12-10--109	0.837297467361688
UpLy-12-10--110	0.831719698563219
UpLy-12-10--111	0.80447859124373
UpLy-12-10--112	0.83856103986923
UpLy-12-10--113	0.834858439837385
UpLy-12-10--114	0.857386606168551
UpLy-12-10--115	0.874645730511438
UpLy-12-10--116	0.857797627524294
UpLy-12-10--117	0.814941707303812
UpLy-12-10--118	0.854191317448777
UpLy-12-10--119	0.869198240823022
UpLy-12-10--120	0.837898154811227
UpLy-12-10--121	0.855022740227598
UpLy-12-10--122	0.831179217496602
UpLy-12-10--123	0.844041373973537
UpLy-12-10--124	0.83553484255261
UpLy-12-10--125	0.816601669139823
UpLy-12-10--126	0.885884439751886
UpLy-12-10--127	0.861279634555277
UpLy-12-10--128	0.85000677161514
UpLy-12-10--129	0.856251218761092
UpLy-12-10--130	0.848117703926069
UpLy-12-10--131	0.853258142978129
UpLy-12-10--132	0.868357922563197
UpLy-12-10--133	0.854050327006435
UpLy-12-10--134	0.841209886488519
UpLy-12-10--135	0.839867697099476
UpLy-12-10--136	0.858514702440004
UpLy-12-10--137	0.856601617366831
UpLy-12-10--138	0.830366736656892
UpLy-12-10--139	0.87845930829265
UpLy-12-10--140	0.851759922156027
UpLy-12-10--141	0.839487565432656
UpLy-12-10--142	0.861114350661471
UpLy-12-10--143	0.843728478474934
UpLy-12-10--144	0.84851214154326
UpLy-12-10--145	0.854617822250245
UpLy-12-10--146	0.811465084265162
UpLy-12-10--147	0.8598365127845
UpLy-12-10--148	0.84982944070227
UpLy-12-10--149	0.853760434205109
UpLy-12-10--150	0.843332202705969
UpLy-12-10--151	0.817465194623152
UpLy-12-10--152	0.836227476050661
