Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
C2-Boulder2--1	Be-10 (qtz)	15228	359	1260	14930	352	1178	14561	343	928	--	--	--
													
C2-Boulder2--2	Be-10 (qtz)	15447	364	1278	15113	356	1192	14767	348	941	--	--	--
													
C2-Boulder2--3	Be-10 (qtz)	15944	390	1369	15558	380	1272	15125	369	998	--	--	--
													
C2-Boulder2--4	Be-10 (qtz)	15867	386	1355	15487	376	1260	15069	366	990	--	--	--
													
C2-Boulder2--5	Be-10 (qtz)	16089	384	1350	15698	375	1256	15259	364	986	--	--	--
													
C2-Boulder2--6	Be-10 (qtz)	15598	373	1310	15244	364	1220	14876	355	961	--	--	--
													
C2-Boulder2--7	Be-10 (qtz)	15373	365	1284	15049	358	1198	14698	349	945	--	--	--
													
C2-Boulder2--8	Be-10 (qtz)	15472	369	1298	15131	361	1210	14775	353	954	--	--	--
													
C2-Boulder2--9	Be-10 (qtz)	15954	379	1332	15573	370	1239	15146	360	973	--	--	--
													
C2-Boulder2--10	Be-10 (qtz)	15866	380	1335	15490	371	1242	15071	361	976	--	--	--
													
C2-Boulder2--11	Be-10 (qtz)	16115	388	1361	15720	378	1266	15278	367	993	--	--	--
													
C2-Boulder2--12	Be-10 (qtz)	15865	374	1313	15492	365	1222	15083	355	961	--	--	--
													
C2-Boulder2--13	Be-10 (qtz)	15911	377	1323	15534	368	1232	15118	358	968	--	--	--
													
C2-Boulder2--14	Be-10 (qtz)	15419	371	1305	15085	363	1216	14729	354	959	--	--	--
													
C2-Boulder2--15	Be-10 (qtz)	16293	389	1365	15890	379	1269	15434	368	995	--	--	--
													
C2-Boulder2--16	Be-10 (qtz)	16428	401	1408	16016	390	1307	15533	378	1023	--	--	--
													
C2-Boulder2--17	Be-10 (qtz)	15954	379	1331	15574	370	1239	15147	360	973	--	--	--
													
C2-Boulder2--18	Be-10 (qtz)	15794	378	1329	15423	369	1237	15022	360	973	--	--	--
													
C2-Boulder2--19	Be-10 (qtz)	16379	409	1436	15961	398	1332	15484	385	1042	--	--	--
													
C2-Boulder2--20	Be-10 (qtz)	15299	370	1299	14984	362	1212	14613	353	954	--	--	--
													
C2-Boulder2--21	Be-10 (qtz)	15963	376	1321	15583	367	1229	15153	357	966	--	--	--
													
C2-Boulder2--22	Be-10 (qtz)	16309	405	1422	15896	394	1319	15427	382	1033	--	--	--
													
C2-Boulder2--23	Be-10 (qtz)	15832	382	1341	15456	373	1248	15041	362	981	--	--	--
													
C2-Boulder2--24	Be-10 (qtz)	15823	375	1318	15452	366	1227	15049	357	965	--	--	--
													
C2-Boulder2--25	Be-10 (qtz)	15693	378	1327	15328	369	1235	14940	359	972	--	--	--
													
